ind,key,docs,class,classification,category_map,real_cat,label,scores,real_final,pred_final
361,SSLSocket_getSSLParameters," returns the ssl parameters in effect for this ssl socket .  this class extends sockets and provides secure socket using protocols such as the "" secure sockets layer""  or ietf "" transport layer security""  protocols",SSLSocket,source,network information,network information,media,0.14047926664352417,network,media
366,URLConnection_getConnectTimeout," returns setting for connect timeout .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.17625699937343597,network,network
368,SQLiteDatabase_openOrCreateDatabase," equivalent to open database(file get path, factory, c r e a t e_ i f_ n e c e s s a r y) .  exposes methods to manage a s q lite database",SQLiteDatabase,sink,no category,database,database information,0.3258819878101349,database,database
369,ServerSocket_setSoTimeout," enable/disable timeout with the  specified timeout, in milliseconds .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,sink,no category,network connection,network connection,0.36167705059051514,network,network
374,SQLiteDatabase_query," query the given url, returning a cursor over the result set .  exposes methods to manage a s q lite database",SQLiteDatabase,source,database,database,database,0.360610693693161,database,database
377,Calendar_getActualMaximum," returns the maximum value that this field could have, given the  current date . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.6824466586112976,calendar,calendar
382,AudioTrack_setAuxEffectSendLevel," sets the send level of the audio track to the attached auxiliary effect  attach aux effect .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,sink,audio,audio,audio information,0.4213690161705017,audio,audio
383,Log_v, send a verbose log message .  api for sending log output,Log,sink,log,log,logging,0.5246312618255615,log,log
386,Calendar_getDisplayName," returns the name of this calendar in the language of the given locale . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.8090990781784058,calendar,calendar
387,GregorianCalendar_getActualMaximum," return the maximum value that this field could have, given the current date . icu's replacement for gregorian calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",GregorianCalendar,source,calendar information,calendar information,calendar information,0.6652684211730957,calendar,calendar
396,Binder_dump," implemented to call the more convenient version  dump .  base class for a remotable object, the core part of a lightweight remote procedure call mechanism defined by i binder  this class is an implementation of i binder that provides standard local implementation of such an object",Binder,sink,files,files,media,0.13803023099899292,files,media
397,Calendar_getMinimalDaysInFirstWeek," returns what the minimal days required in the first week of the year are . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.5364401340484619,calendar,calendar
398,WallpaperManager_setResource," version of set resource that allows the caller to specify which  of the supported wallpaper categories to set .  provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",WallpaperManager,sink,log,media,media,0.1759544312953949,media,media
403,SSLContext_getDefault, returns the default ssl context .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,SSLContext,source,network information,network information,network information,0.15983353555202484,network,network
409,ServerSocket_setReceiveBufferSize," sets a default proposed value for the  so_rcvbuf option for sockets  accepted from this server socket .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,sink,no category,network connection,network connection,0.37665361166000366,network,network
413,ClassLoader_getSystemResourceAsStream," open for reading, a resource of the specified name from the search path  used to load classes .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information,system settings,file information,0.32658135890960693,system settings,files
419,DownloadManager_openDownloadedFile," open a downloaded file for reading .  the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",DownloadManager,sink,files,files,file information,0.29738137125968933,files,files
423,DatagramSocket_getPort, returns the port number to which this socket is connected .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category,network connection,network information,0.32782959938049316,network,network
426,URLConnection_getContentEncoding," returns the value of the content-encoding header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.20370933413505554,network,network
431,LocationManager_getBestProvider," returns the name of the provider that best meets the given criteria .  this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",LocationManager,source,geolocation,geolocation,geographical location,0.3251916170120239,geolocation,geolocation
432,AccountManager_addAccount," asks the user to add an account of a specified type .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account,user account,user information,0.4762782156467438,user account,user account
433,NfcA_transceive, send raw nfc - a commands to the tag and receive the response .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc communication,0.45912081003189087,nfc,nfc
437,NfcF_getTimeout, get the current transceive timeout in milliseconds .  provides access to nfc f  properties and i/ o operations on a tag,NfcF,source,nfc information,nfc information,nfc information,0.36602693796157837,nfc,nfc
442,AudioTrack_setLoopPoints," sets the loop points and the loop count .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,sink,audio,audio,audio information,0.4856865406036377,audio,audio
443,LocationManager_getProviders," returns a list of the names of available location providers .  this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",LocationManager,source,geolocation,geolocation,geographical location,0.2691277265548706,geolocation,geolocation
444,AudioManager_getStreamMaxVolume, returns the maximum volume index for a particular stream .  audio manager provides access to volume and ringer mode control,AudioManager,source,no category,audio,audio information,0.6414003372192383,audio,audio
446,AudioTrack_getMinVolume," returns the minimum gain value, which is the constant 0 0 .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5693827867507935,audio,audio
449,BluetoothHeadset_getDevicesMatchingConnectionStates," get a list of devices that match any of the given connection  states   for apps targeting build version codes  s or or higher,  this requires the manifest permission  bluetooth  connect  permission which can be gained with  activity request permissions .  public api for controlling the bluetooth headset service  this includes both bluetooth headset and handsfree  profiles",BluetoothHeadset,source,bluetooth,bluetooth,bluetooth,0.3610953986644745,bluetooth,bluetooth
451,GregorianCalendar_getMaximum, returns the maximum value for the given calendar field of this  gregorian calendar instance .  gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,GregorianCalendar,source,calendar information,calendar information,calendar information,0.7943295836448669,calendar,calendar
455,TrafficStats_getTotalRxPackets," return number of packets received since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information,network connection,network information,0.4751219153404236,network,network
457,URLConnection_getDefaultAllowUserInteraction," returns the default value of the allow user interaction  field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.18304015696048737,network,network
459,AccountManager_getUserData," gets the user data named by ""key"" associated with the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.535645604133606,user account,user account
461,Equalizer_setProperties, sets the equalizer properties .  an equalizer is used to alter the frequency response of a particular music source or of the main output mix,Equalizer,sink,audio,audio,audio information,0.37899771332740784,audio,audio
467,Log_i, send a info log message and log the exception .  api for sending log output,Log,sink,log,log,logging,0.49206629395484924,log,log
470,DatagramSocket_getSoTimeout, retrieve setting for timeout .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category,network connection,network connection,0.35489341616630554,network,network
473,SSLContext_getProvider, returns the provider of this ssl context object .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,SSLContext,source,network information,network information,network information,0.19704090058803558,network,network
480,URLConnection_getDoInput," returns the value of this url connection's  do input flag .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.17122963070869446,network,network
492,AudioTrack_setNotificationMarkerPosition," sets the position of the notification marker .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,sink,audio,audio,audio information,0.49424174427986145,audio,audio
496,DatagramSocket_getLocalSocketAddress, returns the address of the endpoint this socket is bound to .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category,network connection,network information,0.3432827889919281,network,network
499,Calendar_toString," returns a string representation of this calendar . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.8625282049179077,calendar,calendar
513,HttpURLConnection_getErrorStream, returns the error stream if the connection failed  but the server sent useful data nonetheless .  a url connection with support for http specific features  see  the spec  for details,HttpURLConnection,source,no category,network connection,network information,0.1996322125196457,network,network
514,Calendar_getTimeZone," returns the time zone . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.4306747317314148,calendar,calendar
515,AudioTrack_setPlaybackHeadPosition," sets the playback head position within the static buffer .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,sink,audio,audio,audio information,0.46467337012290955,audio,audio
516,Calendar_get," returns the value for a given time field . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.6167117357254028,calendar,calendar
517,SQLiteProgram_bindBlob, bind a byte array value to this statement .  a base class for compiled s q lite programs,SQLiteProgram,sink,no category,database,media,0.19744090735912323,database,media
519,DropBoxManager_addFile," stores the contents of a file, which may be ignored or discarded as with  add text .  enqueues chunks of data    the queue is size bounded and will drop old data if the enqueued data exceeds the maximum size   you can think of this as a persistent, system wide, blob oriented ""logcat""",DropBoxManager,sink,files,files,file information,0.5592955946922302,files,files
526,DatagramSocket_getInetAddress, returns the address to which this socket is connected .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category,network connection,network information,0.3445183038711548,network,network
529,AccountManager_getAccountsByType," lists all accounts of particular type visible to the caller .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.3911161422729492,user account,user account
531,HttpURLConnection_getPermission, returns a socket permission object representing the  permission necessary to connect to the destination host and port .  a url connection with support for http specific features  see  the spec  for details,HttpURLConnection,source,no category,network connection,network connection,0.1976446509361267,network,network
533,URLConnection_getReadTimeout," returns setting for read timeout .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.16096389293670654,network,network
541,WifiP2pManager_requestGroupInfo," request p2p group info .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.5125750303268433,network,network
542,URLConnection_getIfModifiedSince," returns the value of this object's if modified since field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.253470778465271,network,network
544,ServerSocket_getInetAddress," returns the local address of this server socket .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category,network connection,network information,0.34470099210739136,network,network
547,AudioManager_getParameters, gets a variable number of parameter values from audio hardware .  audio manager provides access to volume and ringer mode control,AudioManager,source,no category,audio,audio information,0.49352020025253296,audio,audio
550,MifareUltralight_getType, return the mifare ultralight type of the tag .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc communication,media,0.1262493133544922,nfc,media
551,URLConnection_getOutputStream," returns an output stream that writes to this connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.16015030443668365,network,network
554,SQLiteProgram_bindDouble, bind a double value to this statement .  a base class for compiled s q lite programs,SQLiteProgram,sink,no category,database,media,0.15181471407413483,database,media
555,BassBoost_setStrength, sets the strength of the bass boost effect .  bass boost is an audio effect to boost or amplify low frequencies of the sound  it is comparable to a simple equalizer but limited to one band amplification in the low frequency range,BassBoost,sink,audio,audio,audio information,0.6334413290023804,audio,audio
560,SSLEngine_unwrap," attempts to decode ssl/ tls network data into a sequence of plaintext  application data buffers .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",SSLEngine,source,network information,network information,network information,0.5672702789306641,network,network
561,NsdManager_discoverServices," initiate service discovery to browse for instances of a service type .  the network service discovery manager class provides the api to discover services on a network  as an example, if device a and device b are connected over a wi fi network, a game registered on device a can be discovered by a game on device b  another example use case is an application discovering printers on the network",NsdManager,sink,network connection,network connection,network information,0.3678872883319855,network,network
562,WifiP2pManager_addServiceRequest," add a service discovery request .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.3783307373523712,network,network
563,AccountManager_getAuthTokenByFeatures," this convenience helper combines the functionality of get accounts by type and features,  get auth token, and add account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account,user account,user information,0.4205218255519867,user account,user account
566,SQLiteCursor_getCount, returns the numbers of rows in the cursor .  a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,SQLiteCursor,source,database,database,database information,0.5022318363189697,database,database
571,Calendar_getDisplayNames," returns a map containing all names of the calendar  field in the given style and  locale and their corresponding field values .  the calendar class is an abstract class that provides methods for converting between a specific instant in time and a set of calendar fields such as y e a r, m o n t h, d a y_ o f_ m o n t h, h o u r, and so on, and for manipulating the calendar fields, such as getting the date of the next week  an instant in time can be represented by a millisecond value that is an offset from the epoch, january 1, 1970 00:00:00 000 gmt ",Calendar,source,calendar information,calendar information,calendar information,0.48823270201683044,calendar,calendar
572,URLConnection_getContent," retrieves the contents of this url connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,media,0.13097769021987915,network,media
575,NfcA_getTag, get the tag object backing this tag technology object .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc information,0.4442460238933563,nfc,nfc
577,SSLEngine_getSSLParameters," returns the ssl parameters in effect for this ssl engine .  a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",SSLEngine,source,network information,network information,system settings,0.13408702611923218,network,system settings
587,AccountManager_setUserData," sets one userdata key for an account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account,user account,user information,0.3791408836841583,user account,user account
591,URLConnection_getURL," returns the value of this url connection's url  field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.16168823838233948,network,network
592,ClassLoader_getResourceAsStream," returns an input stream for reading the specified resource .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information,system settings,file information,0.46200671792030334,system settings,files
599,ServerSocket_getChannel," returns the unique server socket channel object  associated with this socket, if any .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category,network connection,network connection,0.32268020510673523,network,network
601,DatagramSocket_getReceiveBufferSize," get value of the so_rcvbuf option for this datagram socket, that is the  buffer size used by the platform for input on this datagram socket .  this class represents a socket for sending and receiving datagram packets",DatagramSocket,source,no category,network connection,network information,0.18816101551055908,network,network
604,PresetReverb_setProperties," sets the preset reverb properties .  a sound generated within a room travels in many directions  the listener first hears the direct sound from the source itself  later, he or she hears discrete echoes caused by sound bouncing off nearby walls, the ceiling and the floor  as sound waves arrive after undergoing more and more reflections, individual reflections become indistinguishable and the listener hears continuous reverberation that decays over time  reverb is vital for modeling a listener's environment  it can be used in music applications to simulate music being played back in various environments, or in games to immerse the listener within the game's environment  the preset reverb class allows an application to configure the global reverb using a reverb preset  this is primarily used for adding some reverb in a music playback context  applications requiring control over a more advanced environmental reverb are advised to use the environmental reverb class",PresetReverb,sink,audio,audio,audio information,0.3287173807621002,audio,audio
605,SQLiteCursor_getColumnIndex," returns the zero-based index for the given column name, or -1 if the column doesn't exist .  a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor",SQLiteCursor,source,database,database,database information,0.4267740547657013,database,database
608,AudioTrack_getPlayState," returns the playback state of the audio track instance .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.4618690013885498,audio,audio
622,AudioTrack_getMaxVolume," returns the maximum gain value, which is greater than or equal to 1 0 .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5601600408554077,audio,audio
625,ServerSocket_bind," binds the server socket to a specific address   .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,sink,no category,network connection,network connection,0.32557016611099243,network,network
630,DatagramSocket_setSendBufferSize, sets the send buffer option to the specified value for this  datagram socket .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,sink,no category,network connection,network information,0.18277573585510254,network,network
631,Debug_dumpHprofData," dump ""hprof"" data to the specified file .  provides various debugging methods for android applications, including tracing and allocation counts",Debug,sink,files,files,file information,0.6047553420066833,files,files
634,SSLContext_getClientSessionContext," returns the client session context, which represents the set of  ssl sessions available for use during the handshake phase of  client-side ssl sockets .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes",SSLContext,source,network information,network connection,network information,0.11633146554231644,network,network
641,GregorianCalendar_getMinimum, returns the minimum value for the given calendar field of this  gregorian calendar instance .  gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,GregorianCalendar,source,calendar information,calendar information,calendar information,0.793749213218689,calendar,calendar
645,AudioManager_setRingerMode, sets the ringer mode .  audio manager provides access to volume and ringer mode control,AudioManager,sink,audio,audio,audio information,0.45229071378707886,audio,audio
651,URLConnection_getPermission," returns a permission object representing the permission  necessary to make the connection represented by this  object .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.18276044726371765,network,network
652,Calendar_getInstance," returns a calendar using the default time zone and locale . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.6930189728736877,calendar,calendar
653,AccountManager_updateCredentials," asks the user to enter a new password for an account, updating the  saved credentials for the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account,user account,user information,0.515062689781189,user account,user account
655,AccountManager_invalidateAuthToken," removes an auth token from the account manager's cache .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account,user account,user information,0.326063334941864,user account,user account
658,MifareUltralight_get, get an instance of mifare ultralight for the given tag .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc information,media,0.16043828427791595,nfc,media
660,MifareUltralight_readPages, read 4 pages  .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc information,media,0.23260821402072906,nfc,media
664,NfcF_transceive, send raw nfc - f commands to the tag and receive the response .  provides access to nfc f  properties and i/ o operations on a tag,NfcF,source,nfc information,nfc information,nfc communication,0.5035399198532104,nfc,nfc
665,SQLiteDatabase_update, convenience method for updating rows in the database .  exposes methods to manage a s q lite database,SQLiteDatabase,sink,no category,database,database information,0.3531762361526489,database,database
669,NfcA_get, get an instance of nfc a for the given tag .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc information,0.5131558775901794,nfc,nfc
677,WifiP2pManager_setDnsSdResponseListeners," register a callback to be invoked on receiving bonjour service discovery  response .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.48266440629959106,network,network
681,HttpURLConnection_setRequestMethod," set the method for the url request, one of:  get  post  head  options  put  delete  trace  are legal, subject to protocol restrictions .  a url connection with support for http specific features  see  the spec  for details",HttpURLConnection,sink,no category,network connection,network information,0.17094360291957855,network,network
682,WifiP2pManager_removeLocalService," remove a registered local service added with add local service  the function call immediately returns after sending a request to remove a  local service to the framework .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.45892268419265747,network,network
686,MediaPlayer_setDataSource, sets the data source  to use .  media player class can be used to control playback of audio/video files and streams,MediaPlayer,sink,files,media,media,0.38852304220199585,media,media
687,URL_openConnection," same as open connection, except that the connection will be  made through the specified proxy; protocol handlers that do not  support proxing will ignore the proxy parameter and make a  normal connection .  class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",URL,sink,network connection,network connection,file information,0.4744231700897217,network,files
688,NfcA_getTimeout, get the current transceive timeout in milliseconds .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information,nfc information,nfc information,0.3346650004386902,nfc,nfc
692,SSLContext_getDefaultSSLParameters, returns a copy of the ssl parameters indicating the default  settings for this ssl context .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,SSLContext,source,network information,network information,network information,0.15737150609493256,network,network
696,Debug_dumpService," get a debugging dump of a system service by name .  provides various debugging methods for android applications, including tracing and allocation counts",Debug,sink,files,files,media,0.16893276572227478,files,media
697,AudioTrack_getNativeOutputSampleRate," returns the output sample rate in hz for the specified stream type .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category,audio,audio information,0.5277154445648193,audio,audio
699,Calendar_getTimeInMillis," returns this calendar's current time as a long . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information,calendar information,calendar information,0.7856112718582153,calendar,calendar
700,AccessibilityManager_sendAccessibilityEvent," sends an accessibility event .  system level service that serves as an event dispatch for accessibility events, and provides facilities for querying the accessibility state of the system  accessibility events are generated when something notable happens in the user interface, for example an activity starts, the focus or selection of a view changes etc  parties interested in handling accessibility events implement and register an accessibility service which extends accessibility service",AccessibilityManager,sink,log,system settings,system settings,0.14901207387447357,system settings,system settings
707,ServerSocket_getReceiveBufferSize," gets the value of the so_rcvbuf option  for this server socket, that is the proposed buffer size that  will be used for sockets accepted from this server socket .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category,network connection,network connection,0.3820572793483734,network,network
710,RandomAccessFile_write," writes b length bytes from the specified byte array  to this file, starting at the current file pointer .  instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",RandomAccessFile,sink,files,files,file information,0.3097178339958191,files,files
713,GregorianCalendar_getLeastMaximum, returns the lowest maximum value for the given calendar field  of this gregorian calendar instance .  gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,GregorianCalendar,source,calendar information,calendar information,calendar information,0.7998023629188538,calendar,calendar
720,ServerSocket_getReuseAddress," tests if reuse address is enabled .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category,network connection,network connection,0.38646894693374634,network,network
722,Calendar_set," sets the values for the fields year, month, date, hour, minute, and second . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,sink,no category,calendar,calendar information,0.5764768123626709,calendar,calendar
724,DatagramSocket_send, sends a datagram packet from this socket .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,sink,no category,network connection,network information,0.28015539050102234,network,network
729,ServerSocket_getSoTimeout," retrieve setting for timeout .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,source,no category,network connection,network connection,0.3557128310203552,network,network
730,LocationManager_setTestProviderEnabled," sets the given test provider to be enabled or disabled .  this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",LocationManager,sink,geolocation,geolocation,geographical location,0.2784135043621063,geolocation,geolocation
732,SmsManager_sendDataMessage," send a data based sms to a specific application port .  manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",SmsManager,sink,text message,text message,media information,0.32585108280181885,text message,media
734,IsoDep_get, get an instance of iso dep for the given tag .  provides access to iso dep  properties and i/ o operations on a tag,IsoDep,source,nfc information,nfc information,nfc communication,0.14079198241233826,nfc,nfc
