keys,docs,classification
SAXParseException_getLineNumber,get line number from s a x parse exception  the line number of the end of the text where the exception occurred. Return type is int and no argument. encapsulate an xml parse error or warning.,source
MessageDigest_getInstance,"get instance from message digest  returns a messagedigest object that implements the specified digest  algorithm. Return type is Message Digest and parameters are string. this messagedigest class provides applications the functionality of a message digest algorithm, such as sha 1 or sha 256. message digests are secure one way hash functions that take arbitrary sized data and output a fixed length hash value.",source
Resources_getIntArray,get int array from resources  return the int array associated with a particular resource id. Return type is int[] and parameters are int. class for accessing an application's resources.  this sits on top of the asset manager of the application (accessible through getassets) and provides a high level api for getting typed data from the assets.,source
Field_getDeclaringClass,"get declaring class from field  returns the class object representing the class or interface  that declares the field represented by this field object. Return type is Class and no argument. a field provides information about, and dynamic access to, a single field of a class or an interface.  the reflected field may be a class  field or an instance field.",source
DeviceAdminReceiver_getManager,get manager from device admin receiver  retrieve the devicepolicymanager interface for this administrator to work  with the system. Return type is Device Policy Manager and parameters are context. base class for implementing a device administration component.  this class provides a convenience for interpreting the raw intent actions that are sent by the system.,source
BassBoost_getStrengthSupported,get strength supported from bass boost  indicates whether setting strength is supported. Return type is boolean and no argument. bass boost is an audio effect to boost or amplify low frequencies of the sound. it is comparable to a simple equalizer but limited to one band amplification in the low frequency range.,source
DrmManagerClient_getAvailableDrmEngines,get available drm engines from drm manager client  retrieves information about all the drm plug-ins  that are registered with  the drm framework. Return type is String[] and no argument.,source
Cipher_getOutputSize,"get output size from cipher  returns the length in bytes that an output buffer would need to be in  order to hold the result of the next update or  dofinal operation, given the input length  inputlen . Return type is final  int and parameters are int. this class provides the functionality of a cryptographic cipher for encryption and decryption. it forms the core of the java cryptographic extension  framework.",source
URLConnection_getRequestProperties,"get request properties from url connection  returns an unmodifiable map of general request  properties for this connection. Return type is Map> and no argument. the abstract class urlconnection is the superclass of all classes that represent a communications link between the application and a url. instances of this class can be used both to read from and to write to the resource referenced by the url. in general, creating a connection to a url is a multistep process:",source
ECParameterSpec_getOrder,get order from e c parameter spec  returns the order of the generator. Return type is Big Integer and no argument. this immutable class specifies the set of domain parameters used with elliptic curve cryptography .,source
LocationProvider_getPowerRequirement,"get power requirement from location provider  returns the power requirement for this provider, one of the providerpropertiespower_usage_*  constants. Return type is int and no argument.",source
SensorManager_getOrientation,get orientation from sensor manager  computes the device's orientation based on the rotation matrix. Return type is   float[] and parameters are float[] float[].,source
AlgorithmParameters_getEncoded,get encoded from algorithm parameters  returns the parameters encoded in the specified scheme. Return type is final  byte[] and parameters are string. this class is used as an opaque representation of cryptographic parameters.,source
Toast_setText,set text from toast update the text in a goner that be antecedently created use 1 of the maketext  methods. Return type is void and parameters are int. a toast is a view containing a quick little message for the user.  the toast class helps you create and show those.,sink
AssetManager_openFd,open fd from asset manager give an uncompressed plus by mmapping it and return an assetfiledescriptor. Return type is Asset File Descriptor and parameters are string. provides access to an application's raw asset files; see resources for the way most applications will want to retrieve their resource data. this class presents a lower level api that allows you to open and read raw files that have been bundled with the application as a simple stream of bytes.,sink
Matrix3f_set,set from matrix3f do the value for a give dustup and column. Return type is void and parameters are int int float.,sink
AlarmManager_setTime,"set time from alarm manager seth the system wall clock clock time. Return type is void and parameters are long. this class provides access to the system alarm services.  these allow you to schedule your application to be run at some point in the future.  when an alarm goes off, the intent that had been registered for it is broadcast by the system, automatically starting the target application if it is not already running.  registered alarms are retained while the device is asleep , but will be cleared if it is turned off and rebooted.",sink
XmlPullParserFactory_setNamespaceAware,set namespace aware from xml pull parser factory specifies that the parser produced by this mill will provide supporting for xml namespaces. Return type is void and parameters are boolean. this class is used to create implementations of xml pull parser defined in xmpull v1 api.,sink
BackupAgent_onRestoreFile,"on restore file from backup agent  handle the data delivered via the given file descriptor during a full restore  operation. Return type is void and parameters are parcel file descriptor long file int long long. provides the central interface between an application and android's data backup infrastructure.  an application that wishes to participate in the backup and restore mechanism will declare a subclass of backupagent, implement the onbackup and onrestore methods, and provide the name of its backup agent class in its androidmanifest.xml file via the <application> tag's android:backupagent attribute.",sink
Debug_dumpService,"dump service from debug  get a debugging dump of a system service by name. Return type is   boolean and parameters are string file descriptor string[]. provides various debugging methods for android applications, including tracing and allocation counts.",sink
DropBoxManager_addFile,"add file from drop box manager  stores the contents of a file, which may be ignored or discarded as with  addtext. Return type is void and parameters are string file int. enqueues chunks of data .  the queue is size bounded and will drop old data if the enqueued data exceeds the maximum size.  you can think of this as a persistent, system wide, blob oriented ""logcat"".",sink
ShapeDrawable_setPadding,"set padding from shape drawable  sets padding for the shape. Return type is void and parameters are int int int int. a drawable object that draws primitive shapes. a shapedrawable takes a shape object and manages its presence on the screen. if no shape is given, then the shapedrawable will default to a rectshape.",sink
InstrumentationTestCase_launchActivity,launch activity from instrumentation test case service program method acting for launching an activity. Return type is T and parameters are string class bundle.,sink
Inflater_setInput,set input from inflater stage set input data for decompression. Return type is void and parameters are byte[] int int. this class provides support for general purpose decompression using the popular zlib compression library. the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents. it is fully described in the specifications at the java.util.zip package description.,sink
ZoomButtonsController_setZoomOutEnabled,set zoom out enabled from zoom buttons controller  whether to enable the zoom out control. Return type is void and parameters are boolean.,sink
ThreadGroup_setMaxPriority,"set max priority from thread group sets the maximal precedence of the group. Return type is final  void and parameters are int. a thread group represents a set of threads. in addition, a thread group can also include other thread groups. the thread groups form a tree in which every thread group except the initial thread group has a parent.",sink
InputConnectionWrapper_setSelection,set selection from input connection wrapper  set the selection of the text editor. Return type is boolean and parameters are int int.,sink
Deflater_setInput,set input from deflater sets input data for compression. Return type is void and parameters are byte[] int int. this class provides support for general purpose compression using the popular zlib compression library. the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents. it is fully described in the specifications at the java.util.zip package description.,sink
SSLSocket_setSSLParameters,"set ssl parameters from ssl socket  applies sslparameters to this socket. Return type is void and parameters are ssl parameters. this class extends sockets and provides secure socket using protocols such as the ""secure sockets layer""  or ietf ""transport layer security""  protocols.",sink
TextToSpeech_setPitch,set pitch from text to speech set the speech sales pitch for the texttospeech engine. Return type is int and parameters are float. synthesizes speech from text for immediate playback or to create a sound file.,sink
InstrumentationTestCase_launchActivityWithIntent,launch activity with intent from instrumentation test case  utility method for launching an activity with a specific intent. Return type is T and parameters are string class intent.,sink
MediaPlayer_setDataSource,set data source from media player  sets the data source  to use. Return type is void and parameters are media data source. mediaplayer class can be used to control playback of audio/video files and streams.,sink
AudioManager_setBluetoothScoOn,set bluetooth sco on from audio manager  request use of bluetooth sco headset for communications. Return type is void and parameters are boolean. audiomanager provides access to volume and ringer mode control.,sink
ServerSocket_setReceiveBufferSize,"set receive buffer size from server socket  sets a default proposed value for the  so_rcvbuf option for sockets  accepted from this serversocket. Return type is void and parameters are int. this class implements server sockets. a server socket waits for requests to come in over the network. it performs some operation based on that request, and then possibly returns a result to the requester.",sink
WebSettings_setMinimumFontSize,"set minimum font size from web settings  sets the minimum font size. Return type is   void and parameters are int. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
MediaRecorder_setProfile,set profile from media recorder habituate the settings from a camcorderprofile object for recording. Return type is void and parameters are camcorder profile. used to record audio and video. the recording control is based on a simple state machine .,sink
Field_setLong,"set long from field  sets the value of a field as a long on the specified object. Return type is void and parameters are object long. a field provides information about, and dynamic access to, a single field of a class or an interface.  the reflected field may be a class  field or an instance field.",sink
Matrix2f_set,set from matrix2f sets the economic value for a give row and column. Return type is void and parameters are int int float.,sink
FileOutputStream_write,"write from file output stream  writes len bytes from the specified byte array  starting at offset off to this file output stream. Return type is void and parameters are byte[] int int. a file output stream is an output stream for writing data to a file or to a filedescriptor. whether or not a file is available or may be created depends upon the underlying platform.  some platforms, in particular, allow a file to be opened for writing by only one fileoutputstream  at a time.  in such situations the constructors in this class will fail if the file involved is already open.",sink
MediaMetadataRetriever_setDataSource,set data source from media metadata retriever  sets the data source  to use. Return type is void and parameters are file descriptor. mediametadataretriever class provides a unified interface for retrieving frame and meta data from an input media file.,sink
SearchManager_startSearch,start search from search manager launch hunt ui. Return type is void and parameters are string boolean component name bundle boolean. this class provides access to the system search services.,sink
MediaRecorder_setAudioEncodingBitRate,set audio encoding bit rate from media recorder  sets the audio encoding bit rate for recording. Return type is void and parameters are int. used to record audio and video. the recording control is based on a simple state machine .,sink
RandomAccessFile_writeFloat,"write float from random access file converts the air bladder debate to an int using the floattointbits method in stratum float, and then indite that int value to the file cabinet as a four - byte amount, high byte first. Return type is final  void and parameters are float. instances of this class support both reading and writing to a random access file. a random access file behaves like a large array of bytes stored in the file system. there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read. if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written. output operations that write past the current end of the implied array cause the array to be extended. the file pointer can be read by the getfilepointer method and set by the seek method.",sink
SSLCertificateSocketFactory_setNpnProtocols,set npn protocols from ssl certificate socket factory  sets the  next  protocol negotiation  protocols that this peer is interested in. Return type is void and parameters are byte[][].,sink
RandomAccessFile_writeFloat,"write float from random access file converts the air bladder debate to an int using the floattointbits method in stratum float, and then indite that int value to the file cabinet as a four - byte amount, high byte first. Return type is final  void and parameters are float. instances of this class support both reading and writing to a random access file. a random access file behaves like a large array of bytes stored in the file system. there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read. if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written. output operations that write past the current end of the implied array cause the array to be extended. the file pointer can be read by the getfilepointer method and set by the seek method.",sink
WebSettings_setSansSerifFontFamily,"set sans serif font family from web settings  sets the sans-serif font family name. Return type is   void and parameters are string. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
ZoomButtonsController_setZoomOutEnabled,set zoom out enabled from zoom buttons controller whether to enable the soar out control. Return type is void and parameters are boolean.,sink
AnimatorSet_setDuration,"set duration from animator set put the length of each of the current fry animations of this animatorset. Return type is Animator Set and parameters are long. this class plays a set of animator objects in the specified order. animations can be set up to play together, in sequence, or after a specified delay.",sink
ObjectAnimator_setIntValues,set int values from object animator  sets int values that will be animated between. Return type is void and parameters are int   . this subclass of valueanimator provides support for animating properties on target objects. the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated. appropriate set/get functions are then determined internally and the animation will call these functions as necessary to animate the property.,sink
BassBoost_setProperties,set properties from bass boost  sets the bass boost properties. Return type is void and parameters are bass boost settings. bass boost is an audio effect to boost or amplify low frequencies of the sound. it is comparable to a simple equalizer but limited to one band amplification in the low frequency range.,sink
DatagramSocket_setReceiveBufferSize,set receive buffer size from datagram socket sets the so_rcvbuf choice to the specified economic value for this datagramsocket. Return type is void and parameters are int. this class represents a socket for sending and receiving datagram packets.,sink
ColorMatrix_setScale,"set scale from color matrix  set this colormatrix to scale by the specified values. Return type is void and parameters are float float float float. 4x5 matrix for transforming the color and alpha components of a bitmap. the matrix can be passed as single array, and is treated as follows:",sink
SearchManager_startSearch,start search from search manager  launch search ui. Return type is void and parameters are string boolean component name bundle boolean. this class provides access to the system search services.,sink
WebSettings_setBlockNetworkLoads,"set block network loads from web settings  sets whether the webview should not load resources from the network. Return type is   void and parameters are boolean. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
WebSettings_setSupportZoom,"set support zoom from web settings  sets whether the webview should support zooming using its on-screen zoom  controls and gestures. Return type is   void and parameters are boolean. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
SimpleAdapter_setViewImage,"set view image from simple adapter  called by bindview to set the image for an imageview but only if  there is no existing viewbinder or if the existing viewbinder cannot  handle binding to an imageview. Return type is void and parameters are image view int. an easy adapter to map static data to views defined in an xml file. you can specify the data backing the list as an arraylist of maps. each entry in the arraylist corresponds to one row in the list. the maps contain the data for each row. you also specify an xml file that defines the views used to display the row, and a mapping from keys in the map to specific views. binding data to views occurs in two phases. first, if a simpleadapter.viewbinder is available, viewbinder#setviewvalue is invoked. if the returned value is true, binding has occurred. if the returned value is false, the following views are then tried in order:",sink
DateFormat_setLenient,"set lenient from date format  specify whether or not date/time parsing is to be lenient. Return type is void and parameters are boolean. dateformat is an abstract class for date/time formatting subclasses which formats and parses dates or time in a language independent manner. the date/time formatting subclass, such as simpledateformat, allows for formatting , parsing , and normalization.  the date is represented as a date object or as the milliseconds since january 1, 1970, 00:00:00 gmt.",sink
AccessibilityRecord_setChecked,set checked from accessibility record sets if the seed equal gibe. Return type is void and parameters are boolean.,sink
KeyStore_setEntry,set entry from key store  saves a keystore entry under the specified alias. Return type is final  void and parameters are string key store entry key store protection parameter. this class represents a storage facility for cryptographic keys and certificates.,sink
ValueAnimator_setFrameDelay,"set frame delay from value animator the quantity of time, in msec, between each frame of the animation. Return type is   void and parameters are long. this class provides a simple timing engine for running animations which calculate animated values and set them on target objects.",sink
SipAudioCall_setSpeakerMode,set speaker mode from sip audio call  puts the device to speaker mode. Return type is void and parameters are boolean.,sink
TextToSpeech_setPitch,set pitch from text to speech set the speech sales pitch for the texttospeech engine. Return type is int and parameters are float. synthesizes speech from text for immediate playback or to create a sound file.,sink
Log_e,e from log  send a error log message and log the exception. Return type is   int and parameters are string string throwable. api for sending log output.,sink
Attributes_put,"put from attributes associates the specified note value with the nail down dimension name  in this map. Return type is Object and parameters are object object. the attributes class maps manifest attribute names to associated string values. valid attribute names are case insensitive, are restricted to the ascii characters in the set [0 9a za z_ ], and cannot exceed 70 characters in length. attribute values can contain any characters and will be utf8 encoded when written to the output stream.  see the jar file specification for more information about valid attribute names and values.",sink
Attributes_put,"put from attributes  associates the specified value with the specified attribute name   in this map. Return type is Object and parameters are object object. the attributes class maps manifest attribute names to associated string values. valid attribute names are case insensitive, are restricted to the ascii characters in the set [0 9a za z_ ], and cannot exceed 70 characters in length. attribute values can contain any characters and will be utf8 encoded when written to the output stream.  see the jar file specification for more information about valid attribute names and values.",sink
WifiP2pManager_stopPeerDiscovery,"stop peer discovery from wifi p2p manager  stop an ongoing peer discovery  the function call immediately returns after sending a stop request  to the framework. Return type is void and parameters are wifi p2p manager channel wifi p2p manager action listener. this class provides the api for managing wi fi peer to peer connectivity. this lets an application discover available peers, setup connection to peers and query for the list of peers. when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device.",sink
NfcAdapter_enableForegroundDispatch,enable foreground dispatch from nfc adapter enable foreground expeditiousness to the given bodily function. Return type is void and parameters are activity pending intent intent filter[] string[][]. represents the local nfc adapter.,sink
CalendarView_setMinDate,"set min date from calendar view sets the minimum appointment supported by this calendarview in milliseconds since january 1, 1970 00: 00: 00 in timezone # getdefault  clip zona. Return type is void and parameters are long. this class is a calendar widget for displaying and selecting dates. the range of dates supported by this calendar is configurable.",sink
SmsManager_sendDataMessage,"send data message from sms manager send a data base ms to a specific practical application port. Return type is void and parameters are string string short byte[] pending intent pending intent. manages sms operations such as sending data, text, and pdu sms messages. get this object by calling the static method getdefault. to create an instance of smsmanager associated with a specific subscription id, call getsmsmanagerforsubscriptionid. this is typically used for devices that support multiple active subscriptions at once.",sink
ZoomButtonsController_setFocusable,set focusable from zoom buttons controller  sets whether the zoom controls should be focusable. Return type is void and parameters are boolean.,sink
ShareActionProvider_setShareIntent,set share intent from share action provider seth an intent with information about the share legal action. Return type is void and parameters are intent. this is a provider for a share action. it is responsible for creating views that enable data sharing and also to show a sub menu with sharing activities if the hosting item is placed on the overflow menu.,sink
MediaMetadataRetriever_setDataSource,set data source from media metadata retriever  sets the data source as a content uri. Return type is void and parameters are context uri. mediametadataretriever class provides a unified interface for retrieving frame and meta data from an input media file.,sink
PrintWriter_print,"print from print writer  prints a double-precision floating-point number. Return type is void and parameters are double. prints formatted representations of objects to a text output stream.  this class implements all of the print methods found in printstream.  it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams.",sink
DecimalFormat_setMinimumIntegerDigits,"set minimum integer digits from decimal format  sets the minimum number of digits allowed in the integer portion of a  number. Return type is void and parameters are int. decimalformat is a concrete subclass of numberformat that formats decimal numbers. it has a variety of features designed to make it possible to parse and format numbers in any locale, including support for western, arabic, and indic digits.  it also supports different kinds of numbers, including integers , fixed point numbers , scientific notation , percentages , and currency amounts .  all of these can be localized.",sink
SSLCertificateSocketFactory_setUseSessionTickets,set use session tickets from ssl certificate socket factory  enables session ticket  support on the given socket. Return type is void and parameters are socket boolean.,sink
AccountManager_newChooseAccountIntent,"new choose account intent from account manager  returns an intent to an activity that prompts the user to choose from a list of  accounts. Return type is Intent and parameters are account list string[] string string string[] bundle. this class provides access to a centralized registry of the user's online accounts.  the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval.",sink
ImageView_setSelected,set selected from image view alteration the selection land of this sight. Return type is void and parameters are boolean.,sink
AppWidgetManager_updateAppWidgetOptions,update app widget options from app widget manager  update the extras for a given widget instance. Return type is void and parameters are int bundle. updates appwidget state; gets information about installed appwidget providers and other appwidget related state.,sink
PropertyValuesHolder_setObjectValues,set object values from property values holder stage set the alive value for this aim to this set of objects. Return type is void and parameters are object   . this class holds information about a property and the values that that property should take on during an animation. propertyvaluesholder objects can be used to create animations with valueanimator or objectanimator that operate on several different properties in parallel.,sink
MediaPlayer_setDataSource,set data source from media player  sets the data source  to use. Return type is void and parameters are asset file descriptor. mediaplayer class can be used to control playback of audio/video files and streams.,sink
AlarmManager_setRepeating,"set repeating from alarm manager schedule a repetition dismay. Return type is void and parameters are int long long pending intent. this class provides access to the system alarm services.  these allow you to schedule your application to be run at some point in the future.  when an alarm goes off, the intent that had been registered for it is broadcast by the system, automatically starting the target application if it is not already running.  registered alarms are retained while the device is asleep , but will be cleared if it is turned off and rebooted.",sink
Socket_sendUrgentData,send urgent data from socket  send one byte of urgent data on the socket. Return type is void and parameters are int. this class implements client sockets . a socket is an endpoint for communication between two machines.,sink
PipedOutputStream_write,"write from piped output stream  writes the specified byte to the piped output stream. Return type is void and parameters are int. a piped output stream can be connected to a piped input stream to create a communications pipe. the piped output stream is the sending end of the pipe. typically, data is written to a pipedoutputstream object by one thread and data is read from the connected pipedinputstream by some other thread. attempting to use both objects from a single thread is not recommended as it may deadlock the thread. the pipe is said to be  broken  if a thread that was reading data bytes from the connected piped input stream is no longer alive.",sink
DateFormatSymbols_setAmPmStrings,"set am pm strings from date format symbols  sets ampm strings. Return type is void and parameters are string[]. dateformatsymbols is a public class for encapsulating localizable date time formatting data, such as the names of the months, the names of the days of the week, and the time zone data. simpledateformat uses dateformatsymbols to encapsulate this information.",sink
AudioTrack_setPlaybackRate,"set playback rate from audio track sets the playback sampling charge per unit for this runway. Return type is int and parameters are int. the audiotrack class manages and plays a single audio resource for java applications. it allows streaming of pcm audio buffers to the audio sink for playback. this is achieved by ""pushing"" the data to the audiotrack object using one of the  write, write,  and write methods.",sink
ObjectOutputStream_writeBytes,"write bytes from object output stream write a string as a chronological succession of byte. Return type is void and parameters are string. an objectoutputstream writes primitive data types and graphs of java objects to an outputstream.  the objects can be read  using an objectinputstream.  persistent storage of objects can be accomplished by using a file for the stream.  if the stream is a network socket stream, the objects can be reconstituted on another host or in another process.",sink
AutoCompleteTextView_setListSelection,set list selection from auto complete text view set the position of the dropdown vista survival. Return type is void and parameters are int.,sink
SQLiteProgram_bindString,bind string from sqlite program  bind a string value to this statement. Return type is void and parameters are int string. a base class for compiled sqlite programs.,sink
SimpleAdapter_setViewImage,"set view image from simple adapter called by bindview  to do the image for an imageview but just if at that place be no exist viewbinder or if the existing viewbinder cannot handle binding to an imageview. Return type is void and parameters are image view int. an easy adapter to map static data to views defined in an xml file. you can specify the data backing the list as an arraylist of maps. each entry in the arraylist corresponds to one row in the list. the maps contain the data for each row. you also specify an xml file that defines the views used to display the row, and a mapping from keys in the map to specific views. binding data to views occurs in two phases. first, if a simpleadapter.viewbinder is available, viewbinder#setviewvalue is invoked. if the returned value is true, binding has occurred. if the returned value is false, the following views are then tried in order:",sink
DecimalFormat_setMultiplier,"set multiplier from decimal format  sets a number that will be used to multiply all numbers prior to formatting. Return type is void and parameters are int. [icu enhancement] icu's replacement for decimalformat. methods, fields, and other functionality specific to icu are labeled '[icu]'.",sink
WebSettings_setLayoutAlgorithm,"set layout algorithm from web settings  sets the underlying layout algorithm. Return type is   void and parameters are web settings layout algorithm. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
Array_set,set from array  sets the value of the indexed component of the specified array  object to the specified new value. Return type is   void and parameters are object int object. the array class provides static methods to dynamically create and access java arrays.,sink
Manifest_write,"write from manifest pen the manifest to the limit outputstream. Return type is void and parameters are output stream. the manifest class is used to maintain manifest entry names and their associated attributes. there are main manifest attributes as well as per entry attributes. for information on the manifest format, please see the  manifest format specification.",sink
ImageView_setColorFilter,set color filter from image view  sets a tinting option for the image. Return type is final  void and parameters are int porter duff mode.,sink
PrintWriter_println,"println from print writer  prints a string and then terminates the line. Return type is void and parameters are string. prints formatted representations of objects to a text output stream.  this class implements all of the print methods found in printstream.  it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams.",sink
DecimalFormat_setNegativePrefix,"set negative prefix from decimal format  affixes: sets the string to prepend to negative numbers. Return type is void and parameters are string. [icu enhancement] icu's replacement for decimalformat. methods, fields, and other functionality specific to icu are labeled '[icu]'.",sink
Field_setByte,"set byte from field set the time value of a field as a byte on the specified object. Return type is void and parameters are object byte. a field provides information about, and dynamic access to, a single field of a class or an interface.  the reflected field may be a class  field or an instance field.",sink
WebSettings_setCursiveFontFamily,"set cursive font family from web settings  sets the cursive font family name. Return type is   void and parameters are string. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
ZoomButtonsController_setZoomSpeed,set zoom speed from zoom buttons controller pose the delay between zoom recall as the user halt a zoom clit. Return type is void and parameters are long.,sink
Handler_setEncoding,"set encoding from handler set the character encode habituate by this handler. Return type is void and parameters are string. a handler object takes log messages from a logger and exports them.  it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever.",sink
Matrix2f_set,set from matrix2f  sets the value for a given row and column. Return type is void and parameters are int int float.,sink
TextToSpeech_setLanguage,set language from text to speech  sets the text-to-speech language. Return type is int and parameters are locale. synthesizes speech from text for immediate playback or to create a sound file.,sink
WebSettings_setMediaPlaybackRequiresUserGesture,"set media playback requires user gesture from web settings  sets whether the webview requires a user gesture to play media. Return type is   void and parameters are boolean. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
AtomicInteger_lazySet,"lazy set from atomic integer  sets the value to newvalue,  with memory effects as specified by varhandle#setrelease. Return type is final  void and parameters are int. an int value that may be updated atomically.  see the varhandle specification for descriptions of the properties of atomic accesses. an atomicinteger is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer. however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes.",sink
FloatBuffer_put,put from float buffer  absolute put method . Return type is Float Buffer and parameters are int float. a float buffer.,sink
WebSettings_setAllowFileAccess,"set allow file access from web settings  enables or disables file access within webview. Return type is   void and parameters are boolean. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
DatagramSocket_send,send from datagram socket station a datagram mailboat from this socket. Return type is void and parameters are datagram packet. this class represents a socket for sending and receiving datagram packets.,sink
Date_setTime,set time from date  sets an existing date object  using the given milliseconds time value. Return type is void and parameters are long.,sink
LocationManager_sendExtraCommand,"send extra command from location manager sends extra program line to a location provider. Return type is boolean and parameters are string string bundle. this class provides access to the system location services. these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location.",sink
TextToSpeech_addSpeech,add speech from text to speech  adds a mapping between a string of text and a sound file. Return type is int and parameters are string string. synthesizes speech from text for immediate playback or to create a sound file.,sink
StringWriter_append,"append from string writer  appends the specified character sequence to this writer. Return type is String Writer and parameters are char sequence. a character stream that collects its output in a string buffer, which can then be used to construct a string.",sink
AttributesImpl_setLocalName,set local name from attributes impl set the local public figure of a specific dimension. Return type is void and parameters are int string. default implementation of the attributes interface.,sink
BackupDataOutput_writeEntityHeader,"write entity header from backup data output st mark the beginning of ace disc in the backup data stream. Return type is int and parameters are string int. provides the structured interface through which a backupagent commits information to the backup data set, via its onbackup method.  data written for backup is presented as a set of ""entities,"" key/value pairs in which each binary data record ""value"" is named with a string ""key.""",sink
ObjectOutputStream_writeFloat,"write float from object output stream writes a thirty two bit swim bladder. Return type is void and parameters are float. an objectoutputstream writes primitive data types and graphs of java objects to an outputstream.  the objects can be read  using an objectinputstream.  persistent storage of objects can be accomplished by using a file for the stream.  if the stream is a network socket stream, the objects can be reconstituted on another host or in another process.",sink
SimpleAdapter_setViewText,"set view text from simple adapter call by bindview  to set the text for a textview but entirely if there be no existing viewbinder or if the existing viewbinder cannot hold binding to a textview. Return type is void and parameters are text view string. an easy adapter to map static data to views defined in an xml file. you can specify the data backing the list as an arraylist of maps. each entry in the arraylist corresponds to one row in the list. the maps contain the data for each row. you also specify an xml file that defines the views used to display the row, and a mapping from keys in the map to specific views. binding data to views occurs in two phases. first, if a simpleadapter.viewbinder is available, viewbinder#setviewvalue is invoked. if the returned value is true, binding has occurred. if the returned value is false, the following views are then tried in order:",sink
ByteBuffer_put,put from byte buffer  relative bulk put method . Return type is Byte Buffer and parameters are byte[]. a byte buffer.,sink
PrintWriter_print,"print from print writer  prints a string. Return type is void and parameters are string. prints formatted representations of objects to a text output stream.  this class implements all of the print methods found in printstream.  it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams.",sink
WebSettings_setNeedInitialFocus,"set need initial focus from web settings tells the webview whether information technology needs to set a lymph node to get focus when webview # requestfocus  is called. Return type is   void and parameters are boolean. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",sink
WallpaperManager_setStream,"set stream from wallpaper manager  version of setstream that allows the caller  to specify which of the supported wallpaper categories to set. Return type is int and parameters are input stream rect boolean int. provides access to the system wallpaper. with wallpapermanager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more.",sink
