keys,docs,classification
X509Certificate_getIssuerX500Principal,get issuer x500 principal  returns the issuer  value from the  certificate as an x500principal.,source
Resources_getDrawableForDensity,get drawable for density  return a drawable object associated with a particular resource id for the  given screen density in dpi and styled for the specified theme.,source
Handler_getLevel,get level  get the log level specifying which messages will be  logged by this handler.,source
Thread_getPriority,get priority  returns this thread's priority.,source
URI_getAuthority,get authority  returns the decoded authority component of this uri.,source
Socket_getInetAddress,get inet address  returns the address to which the socket is connected.,source
NumberFormat_getIntegerInstance,get integer instance  note: new users are strongly encouraged to use  numberformatter instead of numberformat.,source
Attributes_get,"get  returns the value of the specified attribute name, or null if the  attribute name was not found.",source
DrmInfo_getMimeType,get mime type  retrieves the mime type associated with this object.,source
Animator_getListeners,get listeners  gets the set of animator.animatorlistener objects that are currently  listening for events on this animator object.,source
EllipticCurve_getB,get b  returns the second coefficient b of the  elliptic curve.,source
ZipEntry_getName,get name  returns the name of the entry.,source
CertificateFactory_getCertPathEncodings,"get cert path encodings  returns an iteration of the certpath encodings supported  by this certificate factory, with the default encoding first.",source
CursorWrapper_getCount,get count  returns the numbers of rows in the cursor.,source
CRL_getType,get type  returns the type of this crl.,source
BitmapRegionDecoder_getWidth,get width  returns the original image's width,source
Inflater_getRemaining,get remaining  returns the total number of bytes remaining in the input buffer.,source
DecimalFormatSymbols_getPercent,get percent  returns the character used for percent sign.,source
Equalizer_getPresetName,get preset name  gets the preset name based on the index.,source
ParserAdapter_getProperty,get property  get a parser property.,source
PatternSyntaxException_getMessage,"get message  returns a multi-line string containing the description of the syntax  error and its index, the erroneous regular-expression pattern, and a  visual indication of the error index within the pattern.",source
DuplicateFormatFlagsException_getMessage,get message  returns the detail message string of this throwable.,source
RSAPrivateCrtKeySpec_getPublicExponent,get public exponent  returns the public exponent.,source
QuoteSpan_getColor,get color  get the color of the quote stripe.,source
MergeCursor_getLong,get long  returns the value of the requested column as a long.,source
CursorWrapper_getWrappedCursor,get wrapped cursor  gets the underlying cursor that is wrapped by this instance.,source
ECFieldF2m_getReductionPolynomial,get reduction polynomial  returns a biginteger whose i-th bit corresponds to the  i-th coefficient of the reduction polynomial for polynomial  basis or null for normal basis.,source
ReentrantReadWriteLock_getQueueLength,get queue length  returns an estimate of the number of threads waiting to acquire  either the read or write lock.,source
NetworkInterface_getName,get name  get the name of this network interface.,source
CursorAdapter_getItem,get item  get the data item associated with the specified position in the data set.,source
MtpObjectInfo_getName,get name  returns the name of the mtp object,source
DateFormatSymbols_getAmPmStrings,get am pm strings  returns am/pm strings.,source
ObjectStreamField_getType,get type  get the type of the field.,source
KeyStore_getEntry,get entry  gets a keystore entry for the specified alias  with the specified protection parameter.,source
Method_getTypeParameters,"get type parameters  returns an array of typevariable objects that represent the  type variables declared by the generic declaration represented by this  genericdeclaration object, in declaration order.",source
ClassLoader_getResources,get resources  finds all the resources with the given name.,source
SynthesisRequest_getVariant,get variant  gets the language variant to use.,source
NumberFormat_getPercentInstance,get percent instance  note: new users are strongly encouraged to use  numberformatter instead of numberformat.,source
KeyPairGenerator_generateKeyPair,generate key pair  generates a key pair.,source
AutoCompleteTextView_getListSelection,"get list selection  get the position of the dropdown view selection, if there is one.",source
Resources_getResourceTypeName,get resource type name  return the type name for a given resource identifier.,source
TimeZone_getDefault,get default  gets the default timezone for this host.,source
RSAPrivateCrtKeySpec_getPrimeExponentP,get prime exponent p  returns the primeexponentp.,source
AudioTrack_getPlaybackRate,get playback rate  returns the current playback sample rate rate in hz.,source
DHParameterSpec_getL,"get l  returns the size in bits, l, of the random exponent  .",source
GregorianCalendar_getGregorianChange,get gregorian change  gets the gregorian calendar change date.,source
AccountManager_removeAccount,remove account  removes an account from the accountmanager.,source
LogRecord_getSourceMethodName,get source method name  get the name of the method that  issued the logging request.,source
AccessibilityRecord_getFromIndex,"get from index  gets the index of the first character of the changed sequence,  or the beginning of a text selection or the index of the first  visible item when scrolling.",source
DateFormat_getInstance,get instance  returns a date/time formatter that uses the short style  for both the date and the time.,source
LogRecord_getSourceClassName,get source class name  get the name of the class that  issued the logging request.,source
Preference_getWidgetLayoutResource,get widget layout resource  gets the layout resource for the controllable widget portion of this preference.,source
InetSocketAddress_getPort,get port  gets the port number.,source
EditText_getText,get text  return the text that textview is displaying.,source
HandshakeCompletedEvent_getSocket,get socket  returns the socket which is the source of this event.,source
Date_getTime,"get time  returns the number of milliseconds since january 1, 1970, 00:00:00 gmt  represented by this date object.",source
X509EncodedKeySpec_getFormat,get format  returns the name of the encoding format associated with this  key specification.,source
TypedArray_getDimensionPixelOffset,get dimension pixel offset  retrieve a dimensional unit attribute at index for use  as an offset in raw pixels.,source
StaticLayout_getEllipsisCount,"get ellipsis count  returns the number of characters to be ellipsized away, or 0 if  no ellipsis is to take place.",source
ParsePosition_getIndex,get index  retrieve the current parse position.,source
Socket_getKeepAlive,get keep alive  tests if so_keepalive is enabled.,source
BreakIterator_getCharacterInstance,get character instance  [icu] returns a new instance of breakiterator that locates logical-character  boundaries.,source
WebChromeClient_getDefaultVideoPoster,"get default video poster  when not playing, video elements are represented by a 'poster' image.",source
AtomicFile_readFully,read fully  a convenience for openread that also reads all of the  file contents into a byte array which is returned.,source
Preference_getEditor,get editor  returns an sharedpreferences.editor where this preference can  save its value.,source
Preference_getOnPreferenceClickListener,get on preference click listener  returns the callback to be invoked when this preference is clicked.,source
SSLServerSocketFactory_getDefault,get default  returns the default ssl server socket factory.,source
WebSettings_getAllowContentAccess,get allow content access  gets whether this webview supports content url access.,source
ScaleGestureDetector_getCurrentSpanX,get current span x  return the average x distance between each of the pointers forming the  gesture in progress through the focal point.,source
AudioManager_getStreamMaxVolume,get stream max volume  returns the maximum volume index for a particular stream.,source
DatagramChannel_write,write  writes a datagram to this channel.,source
IllegalFormatCodePointException_getMessage,get message  returns the detail message string of this throwable.,source
BroadcastReceiver_getResultExtras,"get result extras  retrieve the current result extra data, as set by the previous receiver.",source
DownloadManager_getMimeTypeForDownloadedFile,"get mime type for downloaded file  returns the media type of the given downloaded file id, if the file was  downloaded successfully.",source
StaticLayout_getEllipsizedWidth,"get ellipsized width  return the width to which this layout is ellipsizing, or  getwidth if it is not doing anything special.",source
AbstractQueuedSynchronizer_toString,"to string  returns a string identifying this synchronizer, as well as its state.",source
AudioRecord_getAudioSource,get audio source  returns the audio recording source.,source
LocalServerSocket_getLocalSocketAddress,get local socket address  obtains the socket's local address,source
DecimalFormatSymbols_getExponentSeparator,get exponent separator  [icu] returns the string used to separate the mantissa from the exponent.,source
ResourceCursorAdapter_newDropDownView,new drop down view  makes a new drop down view to hold the data pointed to by cursor.,source
DrmEvent_getAttribute,get attribute  retrieves the attribute associated with the specified key.,source
CursorAdapter_newDropDownView,new drop down view  makes a new drop down view to hold the data pointed to by cursor.,source
Inflater_getAdler,get adler  returns the adler-32 value of the uncompressed data.,source
ParserAdapter_getContentHandler,get content handler  return the current content handler.,source
Reader_skip,skip  skips characters.,source
SecureRandom_getProvider,get provider  returns the provider of this securerandom object.,source
DateFormat_parse,parse  parses a date/time string.,source
PresetReverb_getPreset,get preset  gets current reverb preset.,source
Validator_getProperty,get property  look up the value of a property.,source
Equalizer_getNumberOfPresets,get number of presets  gets the total number of presets the equalizer supports.,source
DrmRights_getSubscriptionId,get subscription id  retrieves the subscription id associated with this drmrights object.,source
DatePickerDialog_getDatePicker,get date picker  returns the datepicker contained in this dialog.,source
MulticastSocket_getTimeToLive,get time to live  get the default time-to-live for multicast packets sent out on  the socket.,source
ClassLoader_getSystemResourceAsStream,"get system resource as stream  open for reading, a resource of the specified name from the search path  used to load classes.",source
URLConnection_getDefaultUseCaches,get default use caches  returns the default value of a urlconnection's  usecaches flag.,source
Cipher_getOutputSize,"get output size  returns the length in bytes that an output buffer would need to be in  order to hold the result of the next update or  dofinal operation, given the input length  inputlen .",source
ZipEntry_getCompressedSize,get compressed size  returns the size of the compressed entry data.,source
DecimalFormatSymbols_getMinusSign,get minus sign  returns the character used to represent minus sign.,source
KeyStore_getCertificateAlias,get certificate alias  returns the  name of the first keystore entry whose certificate  matches the given certificate.,source
RingtonePreference_getShowDefault,get show default  returns whether to a show an item for the default sound/ringtone.,source
InterfaceAddress_getBroadcast,get broadcast  returns an inetaddress for the broadcast address  for this interfaceaddress.,source
SensorManager_getAltitude,get altitude  computes the altitude in meters from the atmospheric pressure and the  pressure at sea level.,source
URLConnection_getURL,get url  returns the value of this urlconnection's url  field.,source
AudioTrack_getPlayState,get play state  returns the playback state of the audiotrack instance.,source
SimpleAdapter_getCount,get count  how many items are in the data set represented by this adapter.,source
AudioTrack_getPlaybackRate,get playback rate  returns the current playback sample rate rate in hz.,source
SSLContext_getDefault,get default  returns the default ssl context.,source
TrafficStats_getTotalTxBytes,get total tx bytes  return number of bytes transmitted since device boot.,source
LogRecord_getParameters,get parameters  get the parameters to the log message.,source
NinePatch_getWidth,"get width  returns the intrinsic width, in pixels, of this ninepatch.",source
URLConnection_getHeaderFieldInt,get header field int  returns the value of the named field parsed as a number.,source
IsoDep_getTimeout,get timeout  get the current timeout for transceive in milliseconds.,source
ServerSocketFactory_createServerSocket,create server socket  returns a server socket bound to the specified port.,source
BulletSpan_getLeadingMargin,get leading margin  returns the amount by which to adjust the leading margin.,source
AnimatorSet_getDuration,get duration  gets the length of each of the child animations of this animatorset.,source
BroadcastReceiver_getResultData,"get result data  retrieve the current result data, as set by the previous receiver.",source
MtpObjectInfo_getImagePixWidth,get image pix width  returns the width of the mtp object in pixels  will be zero for non-image objects,source
Scroller_getStartY,get start y  returns the start y offset in the scroll.,source
URLConnection_getUseCaches,get use caches  returns the value of this urlconnection's  usecaches field.,source
NfcA_getAtqa,get atqa  return the atqa/sens_res bytes from tag discovery.,source
AudioTrack_getState,get state  returns the state of the audiotrack instance.,source
ScheduledThreadPoolExecutor_getQueue,get queue  returns the task queue used by this executor.,source
Equalizer_getNumberOfPresets,get number of presets  gets the total number of presets the equalizer supports.,source
DrmInfoRequest_get,get  retrieves the value of a given key.,source
BreakIterator_getCharacterInstance,get character instance  [icu] returns a new instance of breakiterator that locates logical-character  boundaries.,source
InetAddress_getAllByName,"get all by name  given the name of a host, returns an array of its ip addresses,  based on the configured name service on the system.",source
Socket_getLocalSocketAddress,get local socket address  returns the address of the endpoint this socket is bound to.,source
ComparisonFailure_getMessage,get message  returns the detail message string of this throwable.,source
ZipEntry_getName,get name  returns the name of the entry.,source
BoringLayout_getLineTop,get line top  return the vertical position of the top of the specified line  (0…getlinecount).,source
EventObject_getSource,get source  the object on which the event initially occurred.,source
MtpStorageInfo_getFreeSpace,get free space  returns the amount of free space in the storage unit in bytes,source
Method_getDefaultValue,get default value  returns the default value for the annotation member represented by  this method instance.,source
AtomicLong_get,"get  returns the current value,  with memory effects as specified by varhandle#getvolatile.",source
LayoutTransition_getAnimator,get animator  gets the animation used during one of the transition types that may run.,source
RandomAccessFile_getFilePointer,get file pointer  returns the current offset in this file.,source
ResourceBundle_getObject,get object  gets an object for the given key from this resource bundle or one of its parents.,source
GregorianCalendar_getMaximum,get maximum  returns the maximum value for the given calendar field of this  gregoriancalendar instance.,source
MissingFormatArgumentException_getMessage,get message  returns the detail message string of this throwable.,source
AbstractWindowedCursor_getBlob,get blob  returns the value of the requested column as a byte array.,source
Calendar_get,get  returns the value for a given time field.,source
NetworkInterface_getHardwareAddress,get hardware address  returns the hardware address  of the interface if it  has one and if it can be accessed given the current privileges.,source
RSAPublicKeySpec_getModulus,get modulus  returns the modulus.,source
IllegalFormatFlagsException_getMessage,get message  returns the detail message string of this throwable.,source
AppWidgetHost_createView,create view  create the appwidgethostview for the given widget.,source
AudioRecord_getChannelConfiguration,get channel configuration  returns the configured channel position mask.,source
InterfaceAddress_getBroadcast,get broadcast  returns an inetaddress for the broadcast address  for this interfaceaddress.,source
BoringLayout_getLineTop,get line top  return the vertical position of the top of the specified line  (0…getlinecount).,source
Keyframe_getInterpolator,get interpolator  gets the optional interpolator for this keyframe.,source
CursorWrapper_getColumnNames,get column names  returns a string array holding the names of all of the columns in the  result set in the order in which they were listed in the result.,source
URLConnection_getIfModifiedSince,get if modified since  returns the value of this object's ifmodifiedsince field.,source
ClassNotFoundException_getException,get exception  returns the exception that was raised if an error occurred while  attempting to load the class.,source
Animation_getStartTime,get start time  when this animation should start.,source
CursorAdapter_getFilterQueryProvider,get filter query provider  returns the query filter provider used for filtering.,source
IsolatedContext_getAndClearBroadcastIntents,get and clear broadcast intents  returns the list of intents that were broadcast since the last call to this method.,source
ObjectStreamField_getName,get name  get the name of this field.,source
UnmappableCharacterException_getMessage,get message  returns the message.,source
InetSocketAddress_getAddress,get address  gets the inetaddress.,source
UserManager_getUserName,get user name  returns the user name of the context user.,source
AbstractQueuedSynchronizer_getFirstQueuedThread,"get first queued thread  returns the first  thread in the queue, or  null if no threads are currently queued.",source
LocalServerSocket_getFileDescriptor,get file descriptor  returns file descriptor or null if not yet open/already closed,source
Resources_getIdentifier,get identifier  return a resource identifier for the given resource name.,source
Ringtone_getTitle,get title  returns a human-presentable title for ringtone.,source
DownloadManager_getUriForDownloadedFile,"get uri for downloaded file  returns the uri of the given downloaded file id, if the file is  downloaded successfully.",source
MergeCursor_getLong,get long  returns the value of the requested column as a long.,source
GpsSatellite_getAzimuth,get azimuth  returns the azimuth of the satellite in degrees.,source
DecimalFormatSymbols_getZeroDigit,get zero digit  returns the character used for zero.,source
SSLSocketFactory_createSocket,"create socket  returns a socket layered over an existing socket connected to the named  host, at the given port.",source
Subject_getSubject,get subject  get the subject associated with the provided  accesscontrolcontext.,source
MediaRouter_getRouteCount,get route count  return the number of routes currently known  to this mediarouter.,source
LocationProvider_getAccuracy,"get accuracy  returns the rough accuracy of this provider, one of the providerproperties.accuracy_*  constants.",source
Preference_getKey,"get key  gets the key for this preference, which is also the key used for storing values into  sharedpreferences or preferencedatastore.",source
RSAPrivateCrtKeySpec_getPrimeExponentQ,get prime exponent q  returns the primeexponentq.,source
SimpleTimeZone_getOffset,get offset  returns the offset of this time zone from utc at the given  time.,source
AbstractSelector_provider,provider  returns the provider that created this channel.,source
AudioTrack_getMaxVolume,"get max volume  returns the maximum gain value, which is greater than or equal to 1.0.",source
SensorManager_getDefaultSensor,get default sensor  use this method to get the default sensor for a given type.,source
X500Principal_getName,get name  returns a string representation of the x.500 distinguished name  using the specified format.,source
MediaRouter_getSelectedRoute,get selected route  return the currently selected route for any of the given types,source
MifareUltralight_getType,get type  return the mifare ultralight type of the tag.,source
Preference_getOnPreferenceClickListener,get on preference click listener  returns the callback to be invoked when this preference is clicked.,source
AccessibilityManager_getInstalledAccessibilityServiceList,get installed accessibility service list  returns the accessibilityserviceinfos of the installed accessibility services.,source
DatagramSocket_getLocalPort,get local port  returns the port number on the local host to which this socket  is bound.,source
Security_getProviders,"get providers  returns an array containing all installed providers that satisfy the  specified* selection criteria, or null if no such providers have been  installed.",source
Currency_getAvailableCurrencies,get available currencies  returns the set of available currencies.,source
X509EncodedKeySpec_getFormat,get format  returns the name of the encoding format associated with this  key specification.,source
SearchManager_getGlobalSearchActivity,get global search activity  gets the name of the global search activity.,source
DatagramSocket_getChannel,"get channel  returns the unique datagramchannel object  associated with this datagram socket, if any.",source
MergeCursor_getBlob,get blob  returns the value of the requested column as a byte array.,source
CertPathValidator_getInstance,get instance  returns a certpathvalidator object that implements the  specified algorithm.,source
GpsSatellite_getAzimuth,get azimuth  returns the azimuth of the satellite in degrees.,source
BroadcastReceiver_getAbortBroadcast,get abort broadcast  returns the flag indicating whether or not this receiver should  abort the current broadcast.,source
UUID_getLeastSignificantBits,get least significant bits  returns the least significant 64 bits of this uuid's 128 bit value.,source
Animation_getInterpolator,get interpolator  gets the acceleration curve type for this animation.,source
IsoDep_get,get  get an instance of isodep for the given tag.,source
CursorWrapper_getColumnIndexOrThrow,"get column index or throw  returns the zero-based index for the given column name, or throws  illegalargumentexception if the column doesn't exist.",source
Equalizer_getBand,get band  gets the band that has the most effect on the given frequency.,source
AccountManager_confirmCredentials,confirm credentials  confirms that the user knows the password for an account to make extra  sure they are the owner of the account.,source
URLConnection_getDate,get date  returns the value of the date header field.,source
DropBoxManager_isTagEnabled,is tag enabled  checks any blacklists  to see whether a certain  tag is allowed.,source
TypedArray_getColorStateList,get color state list  retrieve the colorstatelist for the attribute at index.,source
DrmInfoRequest_get,get  retrieves the value of a given key.,source
WallpaperManager_peekDrawable,"peek drawable  retrieve the current system wallpaper; if there is no wallpaper set,  a null pointer is returned.",source
MessageFormat_getFormatsByArgumentIndex,get formats by argument index  returns the format objects used for the values passed into  format methods or returned from parse  methods.,source
BreakIterator_getAvailableLocales,get available locales  returns a list of locales for which breakiterators can be used.,source
Scroller_getCurrVelocity,get curr velocity  returns the current velocity.,source
BroadcastReceiver_getResultData,"get result data  retrieve the current result data, as set by the previous receiver.",source
WebSettings_getLayoutAlgorithm,get layout algorithm  gets the current layout algorithm.,source
NumberFormat_getRoundingMode,get rounding mode  returns the rounding mode used in this numberformat.,source
Socket_getSoTimeout,get so timeout  returns setting for so_timeout.,source
SipSession_getPeerProfile,get peer profile  gets the sip profile that this session is connected to.,source
Thread_getState,get state  returns the state of this thread.,source
JarEntry_getCodeSigners,"get code signers  returns the codesigner objects for this entry, or  null if none.",source
IsolatedContext_getSystemService,get system service  return the handle to a system-level service by name.,source
EventObject_getSource,get source  the object on which the event initially occurred.,source
AbstractCursor_getPosition,get position  returns the current position of the cursor in the row set.,source
Preference_getShouldDisableView,get should disable view  checks whether this preference should disable its view when it's action is disabled.,source
Semaphore_getQueueLength,get queue length  returns an estimate of the number of threads waiting to acquire.,source
SelectableChannel_register,"register  registers this channel with the given selector, returning a selection  key.",source
MessageDigest_getInstance,get instance  returns a messagedigest object that implements the specified digest  algorithm.,source
CursorWrapper_getType,get type  returns data type of the given column's value.,source
AudioManager_isMicrophoneMute,is microphone mute  checks whether the microphone mute is on or off.,source
URI_getRawUserInfo,get raw user info  returns the raw user-information component of this uri.,source
AtomicInteger_getAndDecrement,"get and decrement  atomically decrements the current value,  with memory effects as specified by varhandle#getandadd.",source
DecimalFormatSymbols_getInstance,get instance  returns a decimalformatsymbols instance for the default locale.,source
SecureRandom_getInstance,get instance  returns a securerandom object that implements the specified  random number generator  algorithm.,source
WebSettings_getAllowContentAccess,get allow content access  gets whether this webview supports content url access.,source
MediaStore_getVersion,get version  return an opaque version string describing the mediastore state.,source
ObjectStreamField_getOffset,get offset  offset of field within instance data.,source
SocketFactory_createSocket,create socket  creates a socket and connects it to the specified remote host  at the specified remote port.,source
MissingFormatWidthException_getMessage,get message  returns the detail message string of this throwable.,source
ImageView_getImageAlpha,get image alpha  returns the alpha that will be applied to the drawable of this imageview.,source
StaticLayout_getLineCount,get line count  return the number of lines of text in this layout.,source
WallpaperManager_getFastDrawable,"get fast drawable  like getdrawable, but the returned drawable has a number  of limitations to reduce its overhead as much as possible.",source
IllegalFormatFlagsException_getFlags,get flags  returns the set of flags which contains an illegal combination.,source
AbstractSelectableChannel_blockingLock,blocking lock  retrieves the object upon which the configureblocking and register methods synchronize.,source
Provider_getVersion,get version  returns the version number for this provider.,source
Thread_getName,get name  returns this thread's name.,source
Preference_getIcon,get icon  returns the icon of this preference.,source
MtpDevice_getObjectInfo,get object info  retrieves the mtpobjectinfo for an object.,source
SSLContext_getSocketFactory,get socket factory  returns a socketfactory object for this  context.,source
KeyManagerFactory_getAlgorithm,get algorithm  returns the algorithm name of this keymanagerfactory object.,source
FieldPosition_getBeginIndex,get begin index  retrieves the index of the first character in the requested field.,source
IsoDep_getTimeout,get timeout  get the current timeout for transceive in milliseconds.,source
MessageDigest_toString,to string  returns a string representation of this message digest object.,source
CharsetEncoder_unmappableCharacterAction,unmappable character action  returns this encoder's current action for unmappable-character errors.,source
NetworkInterface_getDisplayName,get display name  get the display name of this network interface.,source
BluetoothA2dp_getDevicesMatchingConnectionStates,"get devices matching connection states  get a list of devices that match any of the given connection  states.  for apps targeting build.version_codes#s or or higher,  this requires the manifest.permission#bluetooth_connect  permission which can be gained with  activity.requestpermissions.",source
CharsetDecoder_replacement,replacement  returns this decoder's replacement value.,source
TextureView_getSurfaceTextureListener,get surface texture listener  returns the surfacetexturelistener currently associated with this  texture view.,source
DrmEvent_getType,get type  retrieves the type of information that is associated with this object.,source
ParsePosition_getIndex,get index  retrieve the current parse position.,source
LocationProvider_getPowerRequirement,"get power requirement  returns the power requirement for this provider, one of the providerproperties.power_usage_*  constants.",source
Cipher_doFinal,"do final  encrypts or decrypts data in a single-part operation, or finishes a  multiple-part operation.",source
DecimalFormatSymbols_getInstance,get instance  returns a decimalformatsymbols instance for the default locale.,source
KeyPair_getPrivate,get private  returns a reference to the private key component of this key pair.,source
CharsetDecoder_malformedInputAction,malformed input action  returns this decoder's current action for malformed-input errors.,source
Toast_getVerticalMargin,get vertical margin  return the vertical margin.,source
WallpaperManager_getWallpaperInfo,get wallpaper info  returns the information about the wallpaper if the current wallpaper is  a live wallpaper component.,source
Display_getRefreshRate,get refresh rate  gets the refresh rate of this display in frames per second.,source
PKIXParameters_getTargetCertConstraints,get target cert constraints  returns the required constraints on the target certificate.,source
Deflater_getBytesWritten,get bytes written  returns the total number of compressed bytes output so far.,source
DatagramSocket_getSoTimeout,get so timeout  retrieve setting for so_timeout.,source
SSLParameters_getWantClientAuth,get want client auth  returns whether client authentication should be requested.,source
CountDownTimer_start,start  start the countdown.,source
BoringLayout_getLineCount,get line count  return the number of lines of text in this layout.,source
ECFieldF2m_getReductionPolynomial,get reduction polynomial  returns a biginteger whose i-th bit corresponds to the  i-th coefficient of the reduction polynomial for polynomial  basis or null for normal basis.,source
Animation_computeDurationHint,"compute duration hint  compute a hint at how long the entire animation may last, in milliseconds.",source
CursorAdapter_getItemId,get item id  get the row id associated with the specified position in the list.,source
MissingResourceException_getClassName,get class name  gets parameter passed by constructor.,source
AppWidgetManager_getAppWidgetOptions,get app widget options  get the extras associated with a given widget instance.,source
MtpStorageInfo_getFreeSpace,get free space  returns the amount of free space in the storage unit in bytes,source
Socket_getTcpNoDelay,get tcp no delay  tests if tcp_nodelay is enabled.,source
SipAudioCall_getLocalProfile,get local profile  gets the local sip profile.,source
ServerSocket_getReuseAddress,get reuse address  tests if so_reuseaddr is enabled.,source
JarEntry_getCodeSigners,"get code signers  returns the codesigner objects for this entry, or  null if none.",source
MtpStorageInfo_getMaxCapacity,get max capacity  returns the maximum storage capacity for the storage unit in bytes,source
CursorAdapter_getFilter,get filter  returns a filter that can be used to constrain data with a filtering  pattern.,source
DateFormat_getMediumDateFormat,get medium date format  returns a dateformat object that can format the date  in medium form  for the context's locale.,source
HttpRetryException_getLocation,get location  returns the value of the location header field if the  error resulted from redirection.,source
ColorMatrix_getArray,get array  return the array of floats representing this colormatrix.,source
Collator_getInstance,get instance  returns the collator for the current default locale.,source
SparseIntArray_get,"get  gets the int mapped from the specified key, or 0  if no such mapping has been made.",source
DecimalFormatSymbols_getDigit,get digit  returns the character used for a digit in a pattern.,source
CharsetEncoder_charset,charset  returns the charset that created this encoder.,source
BluetoothA2dp_getConnectedDevices,"get connected devices  get connected devices for this specific profile.  for apps targeting build.version_codes#s or or higher,  this requires the manifest.permission#bluetooth_connect  permission which can be gained with  activity.requestpermissions.",source
URLConnection_getDoInput,get do input  returns the value of this urlconnection's  doinput flag.,source
Inflater_getBytesRead,get bytes read  returns the total number of compressed bytes input so far.,source
ClassLoader_getSystemResource,get system resource  find a resource of the specified name from the search path used to load  classes.,source
ReentrantLock_getHoldCount,get hold count  queries the number of holds on this lock by the current thread.,source
LocationManager_getLastKnownLocation,"get last known location  gets the last known location from the given provider, or null if there is no last known  location.",source
JSONArray_put,put  appends value to the end of this array.,source
AbstractCursor_getNotificationUri,"get notification uri  return the uri at which notifications of changes in this cursor's data  will be delivered, as previously set by setnotificationuri.",source
SocketFactory_getDefault,get default  returns a copy of the environment's default socket factory.,source
MimeTypeMap_getFileExtensionFromUrl,get file extension from url  returns the file extension or an empty string if there is no  extension.,source
NfcB_transceive,transceive  send raw nfc-b commands to the tag and receive the response.,source
ClassLoader_getSystemResourceAsStream,"get system resource as stream  open for reading, a resource of the specified name from the search path  used to load classes.",source
IllegalFormatCodePointException_getMessage,get message  returns the detail message string of this throwable.,source
AccountManager_confirmCredentials,confirm credentials  confirms that the user knows the password for an account to make extra  sure they are the owner of the account.,source
MtpObjectInfo_getFormat,get format  returns the format code for the mtp object,source
WebSettings_getFantasyFontFamily,get fantasy font family  gets the fantasy font family name.,source
Calendar_getFirstDayOfWeek,"get first day of week  returns what the first day of the week is,  where 1 = sunday and 7 = saturday.",source
ResourceCursorAdapter_newView,new view  inflates view from the specified xml file.,source
Resources_getColor,get color  returns a themed color integer associated with a particular resource id.,source
DisplayManager_getDisplay,get display  gets information about a logical display.,source
Mac_doFinal,do final  processes the given array of bytes and finishes the mac operation.,source
TrafficStats_getTotalRxPackets,get total rx packets  return number of packets received since device boot.,source
ImageView_getCropToPadding,get crop to padding  return whether this imageview crops to padding.,source
URL_getFile,get file  gets the file name of this url.,source
HandshakeCompletedEvent_getPeerCertificates,get peer certificates  returns the identity of the peer which was established as part  of defining the session.,source
DeviceAdminReceiver_getManager,get manager  retrieve the devicepolicymanager interface for this administrator to work  with the system.,source
MifareUltralight_getTag,get tag  get the tag object backing this tagtechnology object.,source
NetworkInterface_getDisplayName,get display name  get the display name of this network interface.,source
URLConnection_getFileNameMap,"get file name map  returns a filenamemap implementation suitable for guessing a  content type based on a url's ""file"" component.",source
MulticastSocket_getNetworkInterface,get network interface  get the multicast network interface set.,source
Resources_getColor,get color  returns a themed color integer associated with a particular resource id.,source
AccountManager_getUserData,"get user data  gets the user data named by ""key"" associated with the account.",source
Resources_getDimensionPixelOffset,get dimension pixel offset  retrieve a dimensional for a particular resource id for use  as an offset in raw pixels.,source
HandshakeCompletedEvent_getSession,get session  returns the session that triggered this event.,source
WebSettings_getSaveFormData,get save form data  gets whether the webview saves form data.,source
DateFormatSymbols_getLocalPatternChars,get local pattern chars  returns localized date-time pattern characters.,source
Preference_getOnPreferenceClickListener,get on preference click listener  returns the callback to be invoked when this preference is clicked.,source
MemoryFile_getOutputStream,get output stream  creates a new outputstream for writing to the memory file.,source
Time_getWeeksSinceEpochFromJulianDay,get weeks since epoch from julian day  returns the week since epoch_julian_day  adjusted  for first day of week.,source
ImageView_getBaseline,get baseline  return the offset of the widget's text baseline from the widget's top  boundary.,source
ZipEntry_getCrc,get crc  returns the crc-32 checksum of the uncompressed entry data.,source
MessageDigest_getProvider,get provider  returns the provider of this message digest object.,source
HttpURLConnection_getResponseMessage,"get response message  gets the http response message, if any, returned along with the  response code from a server.",source
MtpDevice_getStorageInfo,get storage info  retrieves the mtpstorageinfo for a storage unit.,source
BitmapRegionDecoder_getHeight,get height  returns the original image's height,source
CharsetEncoder_unmappableCharacterAction,unmappable character action  returns this encoder's current action for unmappable-character errors.,source
Buffer_mark,mark  sets this buffer's mark at its position.,source
Security_getAlgorithms,get algorithms  returns a set of strings containing the names of all available  algorithms or types for the specified java cryptographic service  .,source
DigitsKeyListener_getInputType,get input type  returns the input type for the listener.,source
JSONArray_getLong,get long  returns the value at index if it exists and is a long or  can be coerced to a long.,source
BackupDataInputStream_getKey,get key  report the key string associated with this entity within the backup data set.,source
DigitsKeyListener_getInstance,get instance  returns a digitskeylistener that accepts only the characters  that appear in the specified string.,source
MtpObjectInfo_getName,get name  returns the name of the mtp object,source
ExemptionMechanism_getName,get name  returns the exemption mechanism name of this  exemptionmechanism object.,source
Array_getFloat,"get float  returns the value of the indexed component in the specified  array object, as a float.",source
BreakIterator_getSentenceInstance,get sentence instance  returns a new instance of breakiterator that locates sentence boundaries.,source
