keys,docs,classification
Animation_getStartTime,get start time from animation  when this animation should start.,source
CursorAdapter_getFilterQueryProvider,get filter query provider from cursor adapter  returns the query filter provider used for filtering.,source
IsolatedContext_getAndClearBroadcastIntents,get and clear broadcast intents from isolated context  returns the list of intents that were broadcast since the last call to this method.,source
ObjectStreamField_getName,get name from object stream field  get the name of this field.,source
UnmappableCharacterException_getMessage,get message from unmappable character exception  returns the message.,source
InetSocketAddress_getAddress,get address from inet socket address  gets the inetaddress.,source
UserManager_getUserName,get user name from user manager  returns the user name of the context user.,source
AbstractQueuedSynchronizer_getFirstQueuedThread,"get first queued thread from abstract queued synchronizer  returns the first  thread in the queue, or  null if no threads are currently queued.",source
LocalServerSocket_getFileDescriptor,get file descriptor from local server socket  returns file descriptor or null if not yet open/already closed,source
Resources_getIdentifier,get identifier from resources  return a resource identifier for the given resource name.,source
Ringtone_getTitle,get title from ringtone  returns a human-presentable title for ringtone.,source
DownloadManager_getUriForDownloadedFile,"get uri for downloaded file from download manager  returns the uri of the given downloaded file id, if the file is  downloaded successfully.",source
MergeCursor_getLong,get long from merge cursor  returns the value of the requested column as a long.,source
GpsSatellite_getAzimuth,get azimuth from gps satellite  returns the azimuth of the satellite in degrees.,source
DecimalFormatSymbols_getZeroDigit,get zero digit from decimal format symbols  returns the character used for zero.,source
SSLSocketFactory_createSocket,"create socket from socket factory  returns a socket layered over an existing socket connected to the named  host, at the given port.",source
Subject_getSubject,get subject from subject  get the subject associated with the provided  accesscontrolcontext.,source
MediaRouter_getRouteCount,get route count from media router  return the number of routes currently known  to this mediarouter.,source
LocationProvider_getAccuracy,"get accuracy from location provider  returns the rough accuracy of this provider, one of the providerproperties.accuracy_*  constants.",source
Preference_getKey,"get key from preference  gets the key for this preference, which is also the key used for storing values into  sharedpreferences or preferencedatastore.",source
RSAPrivateCrtKeySpec_getPrimeExponentQ,get prime exponent q from private crt key spec  returns the primeexponentq.,source
SimpleTimeZone_getOffset,get offset from simple time zone  returns the offset of this time zone from utc at the given  time.,source
AbstractSelector_provider,provider from abstract selector  returns the provider that created this channel.,source
AudioTrack_getMaxVolume,"get max volume from audio track  returns the maximum gain value, which is greater than or equal to 1.0.",source
SensorManager_getDefaultSensor,get default sensor from sensor manager  use this method to get the default sensor for a given type.,source
X500Principal_getName,get name from x500 principal  returns a string representation of the x.500 distinguished name  using the specified format.,source
MediaRouter_getSelectedRoute,get selected route from media router  return the currently selected route for any of the given types,source
MifareUltralight_getType,get type from mifare ultralight  return the mifare ultralight type of the tag.,source
Preference_getOnPreferenceClickListener,get on preference click listener from preference  returns the callback to be invoked when this preference is clicked.,source
AccessibilityManager_getInstalledAccessibilityServiceList,get installed accessibility service list from accessibility manager  returns the accessibilityserviceinfos of the installed accessibility services.,source
DatagramSocket_getLocalPort,get local port from datagram socket  returns the port number on the local host to which this socket  is bound.,source
Security_getProviders,"get providers from security  returns an array containing all installed providers that satisfy the  specified* selection criteria, or null if no such providers have been  installed.",source
Currency_getAvailableCurrencies,get available currencies from currency  returns the set of available currencies.,source
X509EncodedKeySpec_getFormat,get format from x509 encoded key spec  returns the name of the encoding format associated with this  key specification.,source
SearchManager_getGlobalSearchActivity,get global search activity from search manager  gets the name of the global search activity.,source
DatagramSocket_getChannel,"get channel from datagram socket  returns the unique datagramchannel object  associated with this datagram socket, if any.",source
MergeCursor_getBlob,get blob from merge cursor  returns the value of the requested column as a byte array.,source
CertPathValidator_getInstance,get instance from cert path validator  returns a certpathvalidator object that implements the  specified algorithm.,source
GpsSatellite_getAzimuth,get azimuth from gps satellite  returns the azimuth of the satellite in degrees.,source
BroadcastReceiver_getAbortBroadcast,get abort broadcast from broadcast receiver  returns the flag indicating whether or not this receiver should  abort the current broadcast.,source
UUID_getLeastSignificantBits,get least significant bits from   returns the least significant 64 bits of this uuid's 128 bit value.,source
Animation_getInterpolator,get interpolator from animation  gets the acceleration curve type for this animation.,source
IsoDep_get,get from iso dep  get an instance of isodep for the given tag.,source
CursorWrapper_getColumnIndexOrThrow,"get column index or throw from cursor wrapper  returns the zero-based index for the given column name, or throws  illegalargumentexception if the column doesn't exist.",source
Equalizer_getBand,get band from equalizer  gets the band that has the most effect on the given frequency.,source
AccountManager_confirmCredentials,confirm credentials from account manager  confirms that the user knows the password for an account to make extra  sure they are the owner of the account.,source
URLConnection_getDate,get date from connection  returns the value of the date header field.,source
DropBoxManager_isTagEnabled,is tag enabled from drop box manager  checks any blacklists  to see whether a certain  tag is allowed.,source
TypedArray_getColorStateList,get color state list from typed array  retrieve the colorstatelist for the attribute at index.,source
DrmInfoRequest_get,get from drm info request  retrieves the value of a given key.,source
WallpaperManager_peekDrawable,"peek drawable from wallpaper manager  retrieve the current system wallpaper; if there is no wallpaper set,  a null pointer is returned.",source
MessageFormat_getFormatsByArgumentIndex,get formats by argument index from message format  returns the format objects used for the values passed into  format methods or returned from parse  methods.,source
BreakIterator_getAvailableLocales,get available locales from break iterator  returns a list of locales for which breakiterators can be used.,source
Scroller_getCurrVelocity,get curr velocity from scroller  returns the current velocity.,source
BroadcastReceiver_getResultData,"get result data from broadcast receiver  retrieve the current result data, as set by the previous receiver.",source
WebSettings_getLayoutAlgorithm,get layout algorithm from web settings  gets the current layout algorithm.,source
NumberFormat_getRoundingMode,get rounding mode from number format  returns the rounding mode used in this numberformat.,source
Socket_getSoTimeout,get so timeout from socket  returns setting for so_timeout.,source
SipSession_getPeerProfile,get peer profile from sip session  gets the sip profile that this session is connected to.,source
Thread_getState,get state from thread  returns the state of this thread.,source
JarEntry_getCodeSigners,"get code signers from jar entry  returns the codesigner objects for this entry, or  null if none.",source
IsolatedContext_getSystemService,get system service from isolated context  return the handle to a system-level service by name.,source
EventObject_getSource,get source from event object  the object on which the event initially occurred.,source
AbstractCursor_getPosition,get position from abstract cursor  returns the current position of the cursor in the row set.,source
Preference_getShouldDisableView,get should disable view from preference  checks whether this preference should disable its view when it's action is disabled.,source
Semaphore_getQueueLength,get queue length from semaphore  returns an estimate of the number of threads waiting to acquire.,source
SelectableChannel_register,"register from selectable channel  registers this channel with the given selector, returning a selection  key.",source
MessageDigest_getInstance,get instance from message digest  returns a messagedigest object that implements the specified digest  algorithm.,source
CursorWrapper_getType,get type from cursor wrapper  returns data type of the given column's value.,source
AudioManager_isMicrophoneMute,is microphone mute from audio manager  checks whether the microphone mute is on or off.,source
URI_getRawUserInfo,get raw user info from   returns the raw user-information component of this uri.,source
AtomicInteger_getAndDecrement,"get and decrement from atomic integer  atomically decrements the current value,  with memory effects as specified by varhandle#getandadd.",source
DecimalFormatSymbols_getInstance,get instance from decimal format symbols  returns a decimalformatsymbols instance for the default locale.,source
SecureRandom_getInstance,get instance from secure random  returns a securerandom object that implements the specified  random number generator  algorithm.,source
WebSettings_getAllowContentAccess,get allow content access from web settings  gets whether this webview supports content url access.,source
MediaStore_getVersion,get version from media store  return an opaque version string describing the mediastore state.,source
ObjectStreamField_getOffset,get offset from object stream field  offset of field within instance data.,source
SocketFactory_createSocket,create socket from socket factory  creates a socket and connects it to the specified remote host  at the specified remote port.,source
MissingFormatWidthException_getMessage,get message from missing format width exception  returns the detail message string of this throwable.,source
ImageView_getImageAlpha,get image alpha from image view  returns the alpha that will be applied to the drawable of this imageview.,source
StaticLayout_getLineCount,get line count from static layout  return the number of lines of text in this layout.,source
WallpaperManager_getFastDrawable,"get fast drawable from wallpaper manager  like getdrawable, but the returned drawable has a number  of limitations to reduce its overhead as much as possible.",source
IllegalFormatFlagsException_getFlags,get flags from illegal format flags exception  returns the set of flags which contains an illegal combination.,source
AbstractSelectableChannel_blockingLock,blocking lock from abstract selectable channel  retrieves the object upon which the configureblocking and register methods synchronize.,source
Provider_getVersion,get version from provider  returns the version number for this provider.,source
Thread_getName,get name from thread  returns this thread's name.,source
Preference_getIcon,get icon from preference  returns the icon of this preference.,source
MtpDevice_getObjectInfo,get object info from mtp device  retrieves the mtpobjectinfo for an object.,source
SSLContext_getSocketFactory,get socket factory from context  returns a socketfactory object for this  context.,source
KeyManagerFactory_getAlgorithm,get algorithm from key manager factory  returns the algorithm name of this keymanagerfactory object.,source
FieldPosition_getBeginIndex,get begin index from field position  retrieves the index of the first character in the requested field.,source
IsoDep_getTimeout,get timeout from iso dep  get the current timeout for transceive in milliseconds.,source
MessageDigest_toString,to string from message digest  returns a string representation of this message digest object.,source
CharsetEncoder_unmappableCharacterAction,unmappable character action from charset encoder  returns this encoder's current action for unmappable-character errors.,source
NetworkInterface_getDisplayName,get display name from network interface  get the display name of this network interface.,source
BluetoothA2dp_getDevicesMatchingConnectionStates,"get devices matching connection states from bluetooth a2dp  get a list of devices that match any of the given connection  states.  for apps targeting build.version_codes#s or or higher,  this requires the manifest.permission#bluetooth_connect  permission which can be gained with  activity.requestpermissions.",source
CharsetDecoder_replacement,replacement from charset decoder  returns this decoder's replacement value.,source
TextureView_getSurfaceTextureListener,get surface texture listener from texture view  returns the surfacetexturelistener currently associated with this  texture view.,source
DrmEvent_getType,get type from drm event  retrieves the type of information that is associated with this object.,source
ParsePosition_getIndex,get index from parse position  retrieve the current parse position.,source
LocationProvider_getPowerRequirement,"get power requirement from location provider  returns the power requirement for this provider, one of the providerproperties.power_usage_*  constants.",source
Cipher_doFinal,"do final from cipher  encrypts or decrypts data in a single-part operation, or finishes a  multiple-part operation.",source
DecimalFormatSymbols_getInstance,get instance from decimal format symbols  returns a decimalformatsymbols instance for the default locale.,source
KeyPair_getPrivate,get private from key pair  returns a reference to the private key component of this key pair.,source
CharsetDecoder_malformedInputAction,malformed input action from charset decoder  returns this decoder's current action for malformed-input errors.,source
Toast_getVerticalMargin,get vertical margin from toast  return the vertical margin.,source
WallpaperManager_getWallpaperInfo,get wallpaper info from wallpaper manager  returns the information about the wallpaper if the current wallpaper is  a live wallpaper component.,source
Display_getRefreshRate,get refresh rate from display  gets the refresh rate of this display in frames per second.,source
PKIXParameters_getTargetCertConstraints,get target cert constraints from parameters  returns the required constraints on the target certificate.,source
Deflater_getBytesWritten,get bytes written from deflater  returns the total number of compressed bytes output so far.,source
DatagramSocket_getSoTimeout,get so timeout from datagram socket  retrieve setting for so_timeout.,source
SSLParameters_getWantClientAuth,get want client auth from parameters  returns whether client authentication should be requested.,source
CountDownTimer_start,start from count down timer  start the countdown.,source
BoringLayout_getLineCount,get line count from boring layout  return the number of lines of text in this layout.,source
ECFieldF2m_getReductionPolynomial,get reduction polynomial from field f2m  returns a biginteger whose i-th bit corresponds to the  i-th coefficient of the reduction polynomial for polynomial  basis or null for normal basis.,source
Animation_computeDurationHint,"compute duration hint from animation  compute a hint at how long the entire animation may last, in milliseconds.",source
CursorAdapter_getItemId,get item id from cursor adapter  get the row id associated with the specified position in the list.,source
MissingResourceException_getClassName,get class name from missing resource exception  gets parameter passed by constructor.,source
AppWidgetManager_getAppWidgetOptions,get app widget options from app widget manager  get the extras associated with a given widget instance.,source
MtpStorageInfo_getFreeSpace,get free space from mtp storage info  returns the amount of free space in the storage unit in bytes,source
Socket_getTcpNoDelay,get tcp no delay from socket  tests if tcp_nodelay is enabled.,source
SipAudioCall_getLocalProfile,get local profile from sip audio call  gets the local sip profile.,source
ServerSocket_getReuseAddress,get reuse address from server socket  tests if so_reuseaddr is enabled.,source
JarEntry_getCodeSigners,"get code signers from jar entry  returns the codesigner objects for this entry, or  null if none.",source
MtpStorageInfo_getMaxCapacity,get max capacity from mtp storage info  returns the maximum storage capacity for the storage unit in bytes,source
CursorAdapter_getFilter,get filter from cursor adapter  returns a filter that can be used to constrain data with a filtering  pattern.,source
DateFormat_getMediumDateFormat,get medium date format from date format  returns a dateformat object that can format the date  in medium form  for the context's locale.,source
HttpRetryException_getLocation,get location from http retry exception  returns the value of the location header field if the  error resulted from redirection.,source
ColorMatrix_getArray,get array from color matrix  return the array of floats representing this colormatrix.,source
Collator_getInstance,get instance from collator  returns the collator for the current default locale.,source
SparseIntArray_get,"get from sparse int array  gets the int mapped from the specified key, or 0  if no such mapping has been made.",source
DecimalFormatSymbols_getDigit,get digit from decimal format symbols  returns the character used for a digit in a pattern.,source
CharsetEncoder_charset,charset from charset encoder  returns the charset that created this encoder.,source
BluetoothA2dp_getConnectedDevices,"get connected devices from bluetooth a2dp  get connected devices for this specific profile.  for apps targeting build.version_codes#s or or higher,  this requires the manifest.permission#bluetooth_connect  permission which can be gained with  activity.requestpermissions.",source
URLConnection_getDoInput,get do input from connection  returns the value of this urlconnection's  doinput flag.,source
Inflater_getBytesRead,get bytes read from inflater  returns the total number of compressed bytes input so far.,source
ClassLoader_getSystemResource,get system resource from class loader  find a resource of the specified name from the search path used to load  classes.,source
ReentrantLock_getHoldCount,get hold count from reentrant lock  queries the number of holds on this lock by the current thread.,source
LocationManager_getLastKnownLocation,"get last known location from location manager  gets the last known location from the given provider, or null if there is no last known  location.",source
JSONArray_put,put from array  appends value to the end of this array.,source
AbstractCursor_getNotificationUri,"get notification uri from abstract cursor  return the uri at which notifications of changes in this cursor's data  will be delivered, as previously set by setnotificationuri.",source
SocketFactory_getDefault,get default from socket factory  returns a copy of the environment's default socket factory.,source
MimeTypeMap_getFileExtensionFromUrl,get file extension from url from mime type map  returns the file extension or an empty string if there is no  extension.,source
NfcB_transceive,transceive from nfc  send raw nfc-b commands to the tag and receive the response.,source
ClassLoader_getSystemResourceAsStream,"get system resource as stream from class loader  open for reading, a resource of the specified name from the search path  used to load classes.",source
IllegalFormatCodePointException_getMessage,get message from illegal format code point exception  returns the detail message string of this throwable.,source
AccountManager_confirmCredentials,confirm credentials from account manager  confirms that the user knows the password for an account to make extra  sure they are the owner of the account.,source
MtpObjectInfo_getFormat,get format from mtp object info  returns the format code for the mtp object,source
WebSettings_getFantasyFontFamily,get fantasy font family from web settings  gets the fantasy font family name.,source
Calendar_getFirstDayOfWeek,"get first day of week from calendar  returns what the first day of the week is,  where 1 = sunday and 7 = saturday.",source
ResourceCursorAdapter_newView,new view from resource cursor adapter  inflates view from the specified xml file.,source
Resources_getColor,get color from resources  returns a themed color integer associated with a particular resource id.,source
DisplayManager_getDisplay,get display from display manager  gets information about a logical display.,source
Mac_doFinal,do final from mac  processes the given array of bytes and finishes the mac operation.,source
TrafficStats_getTotalRxPackets,get total rx packets from traffic stats  return number of packets received since device boot.,source
ImageView_getCropToPadding,get crop to padding from image view  return whether this imageview crops to padding.,source
URL_getFile,get file from   gets the file name of this url.,source
HandshakeCompletedEvent_getPeerCertificates,get peer certificates from handshake completed event  returns the identity of the peer which was established as part  of defining the session.,source
DeviceAdminReceiver_getManager,get manager from device admin receiver  retrieve the devicepolicymanager interface for this administrator to work  with the system.,source
MifareUltralight_getTag,get tag from mifare ultralight  get the tag object backing this tagtechnology object.,source
NetworkInterface_getDisplayName,get display name from network interface  get the display name of this network interface.,source
URLConnection_getFileNameMap,"get file name map from connection  returns a filenamemap implementation suitable for guessing a  content type based on a url's ""file"" component.",source
MulticastSocket_getNetworkInterface,get network interface from multicast socket  get the multicast network interface set.,source
Resources_getColor,get color from resources  returns a themed color integer associated with a particular resource id.,source
AccountManager_getUserData,"get user data from account manager  gets the user data named by ""key"" associated with the account.",source
Resources_getDimensionPixelOffset,get dimension pixel offset from resources  retrieve a dimensional for a particular resource id for use  as an offset in raw pixels.,source
HandshakeCompletedEvent_getSession,get session from handshake completed event  returns the session that triggered this event.,source
WebSettings_getSaveFormData,get save form data from web settings  gets whether the webview saves form data.,source
DateFormatSymbols_getLocalPatternChars,get local pattern chars from date format symbols  returns localized date-time pattern characters.,source
Preference_getOnPreferenceClickListener,get on preference click listener from preference  returns the callback to be invoked when this preference is clicked.,source
MemoryFile_getOutputStream,get output stream from memory file  creates a new outputstream for writing to the memory file.,source
Time_getWeeksSinceEpochFromJulianDay,get weeks since epoch from julian day from time  returns the week since epoch_julian_day  adjusted  for first day of week.,source
ImageView_getBaseline,get baseline from image view  return the offset of the widget's text baseline from the widget's top  boundary.,source
ZipEntry_getCrc,get crc from zip entry  returns the crc-32 checksum of the uncompressed entry data.,source
MessageDigest_getProvider,get provider from message digest  returns the provider of this message digest object.,source
HttpURLConnection_getResponseMessage,"get response message from http connection  gets the http response message, if any, returned along with the  response code from a server.",source
MtpDevice_getStorageInfo,get storage info from mtp device  retrieves the mtpstorageinfo for a storage unit.,source
BitmapRegionDecoder_getHeight,get height from bitmap region decoder  returns the original image's height,source
CharsetEncoder_unmappableCharacterAction,unmappable character action from charset encoder  returns this encoder's current action for unmappable-character errors.,source
Buffer_mark,mark from buffer  sets this buffer's mark at its position.,source
Security_getAlgorithms,get algorithms from security  returns a set of strings containing the names of all available  algorithms or types for the specified java cryptographic service  .,source
DigitsKeyListener_getInputType,get input type from digits key listener  returns the input type for the listener.,source
JSONArray_getLong,get long from array  returns the value at index if it exists and is a long or  can be coerced to a long.,source
BackupDataInputStream_getKey,get key from backup data input stream  report the key string associated with this entity within the backup data set.,source
DigitsKeyListener_getInstance,get instance from digits key listener  returns a digitskeylistener that accepts only the characters  that appear in the specified string.,source
MtpObjectInfo_getName,get name from mtp object info  returns the name of the mtp object,source
ExemptionMechanism_getName,get name from exemption mechanism  returns the exemption mechanism name of this  exemptionmechanism object.,source
Array_getFloat,"get float from array  returns the value of the indexed component in the specified  array object, as a float.",source
BreakIterator_getSentenceInstance,get sentence instance from break iterator  returns a new instance of breakiterator that locates sentence boundaries.,source
PropertyChangeEvent_getPropertyName,get property name from property change event  gets the programmatic name of the property that was changed.,source
ExpandableListActivity_getExpandableListView,get expandable list view from expandable list activity  get the activity's expandable list view widget.,source
Throwable_getLocalizedMessage,get localized message from throwable  creates a localized description of this throwable.,source
ComparisonFailure_getMessage,get message from comparison failure  returns the detail message string of this throwable.,source
IsoDep_getHiLayerResponse,get hi layer response from iso dep  return the higher layer response bytes for nfcb tags.,source
AtomicInteger_getAndAdd,"get and add from atomic integer  atomically adds the given value to the current value,  with memory effects as specified by varhandle#getandadd.",source
AudioStream_getDtmfType,"get dtmf type from audio stream  returns the rtp payload type for dual-tone multi-frequency  digits,  or -1 if it is not enabled.",source
Method_getParameterAnnotations,"get parameter annotations from method  returns an array of arrays of annotations that  represent the annotations on the formal parameters, in  declaration order, of the executable represented by  this object.",source
SSLCertificateSocketFactory_createSocket,"create socket from certificate socket factory  creates a socket and connects it to the specified remote host  at the specified remote port.  by default, this method returns a connected socket and verifies the peer's  certificate hostname after connecting using the hostnameverifier obtained from  httpsurlconnection.getdefaulthostnameverifier; if this instance was created with  getinsecure, it returns a socket that is not connected  instead.",source
DateFormatSymbols_getAvailableLocales,get available locales from date format symbols  returns an array of all locales for which the getinstance methods of  this class can return localized instances.,source
SecureRandom_generateSeed,"generate seed from secure random  returns the given number of seed bytes, computed using the seed  generation algorithm that this class uses to seed itself.",source
CertPathValidator_getInstance,get instance from cert path validator  returns a certpathvalidator object that implements the  specified algorithm.,source
NfcV_getResponseFlags,get response flags from nfc  return the response flag bytes from tag discovery.,source
Deflater_getTotalOut,get total out from deflater  returns the total number of compressed bytes output so far.,source
URI_getPort,get port from   returns the port number of this uri.,source
AppWidgetManager_getInstance,get instance from app widget manager  get the appwidgetmanager instance to use for the supplied context object.,source
InterfaceAddress_getBroadcast,get broadcast from interface address  returns an inetaddress for the broadcast address  for this interfaceaddress.,source
BreakIterator_getAvailableLocales,get available locales from break iterator  returns a list of locales for which breakiterators can be used.,source
LogManager_getLoggerNames,get logger names from log manager  get an enumeration of known logger names.,source
ScaleGestureDetector_getPreviousSpanY,get previous span y from scale gesture detector  return the previous average y distance between each of the pointers forming the  gesture in progress through the focal point.,source
TimedText_getText,get text from timed text  get the characters in the timed text.,source
ShapeDrawable_getPaint,get paint from shape drawable  returns the paint used to draw the shape.,source
ImageView_getImageAlpha,get image alpha from image view  returns the alpha that will be applied to the drawable of this imageview.,source
MessageDigest_getProvider,get provider from message digest  returns the provider of this message digest object.,source
NetworkInterface_getInterfaceAddresses,get interface addresses from network interface  get a list of all or a subset of the interfaceaddresses  of this network interface.,source
Charset_name,name from charset  returns this charset's canonical name.,source
PBEKeySpec_getPassword,get password from key spec  returns a copy of the password.,source
SSLContext_getClientSessionContext,"get client session context from context  returns the client session context, which represents the set of  ssl sessions available for use during the handshake phase of  client-side ssl sockets.",source
ZipFile_getInputStream,get input stream from zip file  returns an input stream for reading the contents of the specified  zip file entry.,source
CursorAdapter_getFilterQueryProvider,get filter query provider from cursor adapter  returns the query filter provider used for filtering.,source
SAXParseException_getLineNumber,get line number from parse exception  the line number of the end of the text where the exception occurred.,source
MessageDigest_getInstance,get instance from message digest  returns a messagedigest object that implements the specified digest  algorithm.,source
Resources_getIntArray,get int array from resources  return the int array associated with a particular resource id.,source
Field_getDeclaringClass,get declaring class from field  returns the class object representing the class or interface  that declares the field represented by this field object.,source
DeviceAdminReceiver_getManager,get manager from device admin receiver  retrieve the devicepolicymanager interface for this administrator to work  with the system.,source
BassBoost_getStrengthSupported,get strength supported from bass boost  indicates whether setting strength is supported.,source
DrmManagerClient_getAvailableDrmEngines,get available drm engines from drm manager client  retrieves information about all the drm plug-ins  that are registered with  the drm framework.,source
Cipher_getOutputSize,"get output size from cipher  returns the length in bytes that an output buffer would need to be in  order to hold the result of the next update or  dofinal operation, given the input length  inputlen .",source
URLConnection_getRequestProperties,get request properties from connection  returns an unmodifiable map of general request  properties for this connection.,source
ECParameterSpec_getOrder,get order from parameter spec  returns the order of the generator.,source
LocationProvider_getPowerRequirement,"get power requirement from location provider  returns the power requirement for this provider, one of the providerproperties.power_usage_*  constants.",source
SensorManager_getOrientation,get orientation from sensor manager  computes the device's orientation based on the rotation matrix.,source
AlgorithmParameters_getEncoded,get encoded from algorithm parameters  returns the parameters encoded in the specified scheme.,source
Toast_setText,set text from toast update the text in a goner that be antecedently created use 1 of the maketext  methods.,sink
AssetManager_openFd,open fd from asset manager give an uncompressed plus by mmapping it and return an assetfiledescriptor.,sink
Matrix3f_set,set from matrix3f do the value for a give dustup and column,sink
AlarmManager_setTime,set time from alarm manager seth the system wall clock clock time.,sink
XmlPullParserFactory_setNamespaceAware,set namespace aware from xml pull parser factory specifies that the parser produced by this mill will provide supporting for xml namespaces.,sink
BackupAgent_onRestoreFile,on restore file from backup agent  handle the data delivered via the given file descriptor during a full restore  operation.,sink
Debug_dumpService,dump service from debug  get a debugging dump of a system service by name.,sink
DropBoxManager_addFile,"add file from drop box manager  stores the contents of a file, which may be ignored or discarded as with  addtext.",sink
ShapeDrawable_setPadding,set padding from shape drawable  sets padding for the shape.,sink
InstrumentationTestCase_launchActivity,launch activity from instrumentation test case service program method acting for launching an activity.,sink
Inflater_setInput,set input from inflater stage set input data for decompression.,sink
ZoomButtonsController_setZoomOutEnabled,set zoom out enabled from zoom buttons controller  whether to enable the zoom out control.,sink
ThreadGroup_setMaxPriority,set max priority from thread group sets the maximal precedence of the group.,sink
InputConnectionWrapper_setSelection,set selection from input connection wrapper  set the selection of the text editor.,sink
Deflater_setInput,set input from deflater sets input data for compression.,sink
SSLSocket_setSSLParameters,set ssl parameters from socket  applies sslparameters to this socket.,sink
TextToSpeech_setPitch,set pitch from text to speech set the speech sales pitch for the texttospeech engine.,sink
InstrumentationTestCase_launchActivityWithIntent,launch activity with intent from instrumentation test case  utility method for launching an activity with a specific intent.,sink
MediaPlayer_setDataSource,set data source from media player  sets the data source  to use.,sink
AudioManager_setBluetoothScoOn,set bluetooth sco on from audio manager  request use of bluetooth sco headset for communications.,sink
ServerSocket_setReceiveBufferSize,set receive buffer size from server socket  sets a default proposed value for the  so_rcvbuf option for sockets  accepted from this serversocket.,sink
WebSettings_setMinimumFontSize,set minimum font size from web settings  sets the minimum font size.,sink
MediaRecorder_setProfile,set profile from media recorder habituate the settings from a camcorderprofile object for recording.,sink
Field_setLong,set long from field  sets the value of a field as a long on the specified object.,sink
Matrix2f_set,set from matrix2f sets the economic value for a give row and column,sink
FileOutputStream_write,write from file output stream  writes len bytes from the specified byte array  starting at offset off to this file output stream.,sink
MediaMetadataRetriever_setDataSource,set data source from media metadata retriever  sets the data source  to use.,sink
SearchManager_startSearch,start search from search manager launch hunt ui.,sink
MediaRecorder_setAudioEncodingBitRate,set audio encoding bit rate from media recorder  sets the audio encoding bit rate for recording.,sink
RandomAccessFile_writeFloat,"write float from random access file converts the air bladder debate to an int using the floattointbits method in stratum float, and then indite that int value to the file cabinet as a four - byte amount, high byte first.",sink
SSLCertificateSocketFactory_setNpnProtocols,set npn protocols from certificate socket factory  sets the  next  protocol negotiation  protocols that this peer is interested in.,sink
RandomAccessFile_writeFloat,"write float from random access file converts the air bladder debate to an int using the floattointbits method in stratum float, and then indite that int value to the file cabinet as a four - byte amount, high byte first.",sink
WebSettings_setSansSerifFontFamily,set sans serif font family from web settings  sets the sans-serif font family name.,sink
ZoomButtonsController_setZoomOutEnabled,set zoom out enabled from zoom buttons controller whether to enable the soar out control.,sink
AnimatorSet_setDuration,set duration from animator set put the length of each of the current fry animations of this animatorset.,sink
ObjectAnimator_setIntValues,set int values from object animator  sets int values that will be animated between.,sink
BassBoost_setProperties,set properties from bass boost  sets the bass boost properties.,sink
DatagramSocket_setReceiveBufferSize,set receive buffer size from datagram socket sets the so_rcvbuf choice to the specified economic value for this datagramsocket.,sink
ColorMatrix_setScale,set scale from color matrix  set this colormatrix to scale by the specified values.,sink
SearchManager_startSearch,start search from search manager  launch search ui.,sink
WebSettings_setBlockNetworkLoads,set block network loads from web settings  sets whether the webview should not load resources from the network.,sink
WebSettings_setSupportZoom,set support zoom from web settings  sets whether the webview should support zooming using its on-screen zoom  controls and gestures.,sink
SimpleAdapter_setViewImage,set view image from simple adapter  called by bindview to set the image for an imageview but only if  there is no existing viewbinder or if the existing viewbinder cannot  handle binding to an imageview.,sink
DateFormat_setLenient,set lenient from date format  specify whether or not date/time parsing is to be lenient.,sink
AccessibilityRecord_setChecked,set checked from accessibility record sets if the seed equal gibe.,sink
KeyStore_setEntry,set entry from key store  saves a keystore entry under the specified alias.,sink
ValueAnimator_setFrameDelay,"set frame delay from value animator the quantity of time, in msec, between each frame of the animation.",sink
SipAudioCall_setSpeakerMode,set speaker mode from sip audio call  puts the device to speaker mode.,sink
TextToSpeech_setPitch,set pitch from text to speech set the speech sales pitch for the texttospeech engine.,sink
Log_e,e from log  send a error log message and log the exception.,sink
Attributes_put,put from attributes associates the specified note value with the nail down dimension name  in this map.,sink
Attributes_put,put from attributes  associates the specified value with the specified attribute name   in this map.,sink
WifiP2pManager_stopPeerDiscovery,stop peer discovery from wifi p2p manager  stop an ongoing peer discovery  the function call immediately returns after sending a stop request  to the framework.,sink
NfcAdapter_enableForegroundDispatch,enable foreground dispatch from nfc adapter enable foreground expeditiousness to the given bodily function.,sink
CalendarView_setMinDate,"set min date from calendar view sets the minimum appointment supported by this calendarview in milliseconds since january 1, 1970 00: 00: 00 in timezone # getdefault  clip zona.",sink
SmsManager_sendDataMessage,send data message from sms manager send a data base ms to a specific practical application port.,sink
ZoomButtonsController_setFocusable,set focusable from zoom buttons controller  sets whether the zoom controls should be focusable.,sink
ShareActionProvider_setShareIntent,set share intent from share action provider seth an intent with information about the share legal action.,sink
MediaMetadataRetriever_setDataSource,set data source from media metadata retriever  sets the data source as a content uri.,sink
PrintWriter_print,print from print writer  prints a double-precision floating-point number.,sink
DecimalFormat_setMinimumIntegerDigits,set minimum integer digits from decimal format  sets the minimum number of digits allowed in the integer portion of a  number.,sink
SSLCertificateSocketFactory_setUseSessionTickets,set use session tickets from certificate socket factory  enables session ticket  support on the given socket.,sink
AccountManager_newChooseAccountIntent,new choose account intent from account manager  returns an intent to an activity that prompts the user to choose from a list of  accounts.,sink
ImageView_setSelected,set selected from image view alteration the selection land of this sight.,sink
AppWidgetManager_updateAppWidgetOptions,update app widget options from app widget manager  update the extras for a given widget instance.,sink
