keys,docs,classification
MessageDigest_getInstance, Returns a MessageDigest object that implements the specified digest  algorithm.,source
CursorWrapper_getType, Returns data type of the given column's value.,source
AudioManager_isMicrophoneMute, Checks whether the microphone mute is on or off.,source
URI_getRawUserInfo, Returns the raw user-information component of this URI.,source
AtomicInteger_getAndDecrement," Atomically decrements the current value,  with memory effects as specified by VarHandle#getAndAdd.",source
DecimalFormatSymbols_getInstance, Returns a DecimalFormatSymbols instance for the default locale.,source
SecureRandom_getInstance, Returns a SecureRandom object that implements the specified  Random Number Generator  algorithm.,source
WebSettings_getAllowContentAccess, Gets whether this WebView supports content URL access.,source
MediaStore_getVersion, Return an opaque version string describing the MediaStore state.,source
ObjectStreamField_getOffset, Offset of field within instance data.,source
SocketFactory_createSocket, Creates a socket and connects it to the specified remote host  at the specified remote port.,source
MissingFormatWidthException_getMessage, Returns the detail message string of this throwable.,source
ImageView_getImageAlpha, Returns the alpha that will be applied to the drawable of this ImageView.,source
StaticLayout_getLineCount, Return the number of lines of text in this layout.,source
WallpaperManager_getFastDrawable," Like getDrawable, but the returned Drawable has a number  of limitations to reduce its overhead as much as possible.",source
IllegalFormatFlagsException_getFlags, Returns the set of flags which contains an illegal combination.,source
AbstractSelectableChannel_blockingLock, Retrieves the object upon which the configureBlocking and register methods synchronize.,source
Provider_getVersion, Returns the version number for this provider.,source
Thread_getName, Returns this thread's name.,source
Preference_getIcon, Returns the icon of this Preference.,source
MtpDevice_getObjectInfo, Retrieves the MtpObjectInfo for an object.,source
SSLContext_getSocketFactory, Returns a SocketFactory object for this  context.,source
KeyManagerFactory_getAlgorithm, Returns the algorithm name of this KeyManagerFactory object.,source
FieldPosition_getBeginIndex, Retrieves the index of the first character in the requested field.,source
IsoDep_getTimeout, Get the current timeout for transceive in milliseconds.,source
MessageDigest_toString, Returns a string representation of this message digest object.,source
CharsetEncoder_unmappableCharacterAction, Returns this encoder's current action for unmappable-character errors.,source
NetworkInterface_getDisplayName, Get the display name of this network interface.,source
BluetoothA2dp_getDevicesMatchingConnectionStates," Get a list of devices that match any of the given connection  states.  For apps targeting Build.VERSION_CODES#S or or higher,  this requires the Manifest.permission#BLUETOOTH_CONNECT  permission which can be gained with  Activity.requestPermissions.",source
CharsetDecoder_replacement, Returns this decoder's replacement value.,source
TextureView_getSurfaceTextureListener, Returns the SurfaceTextureListener currently associated with this  texture view.,source
DrmEvent_getType, Retrieves the type of information that is associated with this object.,source
ParsePosition_getIndex, Retrieve the current parse position.,source
LocationProvider_getPowerRequirement," Returns the power requirement for this provider, one of the ProviderProperties.POWER_USAGE_*  constants.",source
Cipher_doFinal," Encrypts or decrypts data in a single-part operation, or finishes a  multiple-part operation.",source
DecimalFormatSymbols_getInstance, Returns a DecimalFormatSymbols instance for the default locale.,source
KeyPair_getPrivate, Returns a reference to the private key component of this key pair.,source
CharsetDecoder_malformedInputAction, Returns this decoder's current action for malformed-input errors.,source
Toast_getVerticalMargin, Return the vertical margin.,source
WallpaperManager_getWallpaperInfo, Returns the information about the wallpaper if the current wallpaper is  a live wallpaper component.,source
Display_getRefreshRate, Gets the refresh rate of this display in frames per second.,source
PKIXParameters_getTargetCertConstraints, Returns the required constraints on the target certificate.,source
Deflater_getBytesWritten, Returns the total number of compressed bytes output so far.,source
DatagramSocket_getSoTimeout, Retrieve setting for SO_TIMEOUT.,source
SSLParameters_getWantClientAuth, Returns whether client authentication should be requested.,source
CountDownTimer_start, Start the countdown.,source
BoringLayout_getLineCount, Return the number of lines of text in this layout.,source
ECFieldF2m_getReductionPolynomial, Returns a BigInteger whose i-th bit corresponds to the  i-th coefficient of the reduction polynomial for polynomial  basis or null for normal basis.,source
Animation_computeDurationHint," Compute a hint at how long the entire animation may last, in milliseconds.",source
CursorAdapter_getItemId, Get the row id associated with the specified position in the list.,source
MissingResourceException_getClassName, Gets parameter passed by constructor.,source
AppWidgetManager_getAppWidgetOptions, Get the extras associated with a given widget instance.,source
MtpStorageInfo_getFreeSpace, Returns the amount of free space in the storage unit in bytes,source
Socket_getTcpNoDelay, Tests if TCP_NODELAY is enabled.,source
SipAudioCall_getLocalProfile, Gets the local SIP profile.,source
ServerSocket_getReuseAddress, Tests if SO_REUSEADDR is enabled.,source
JarEntry_getCodeSigners," Returns the CodeSigner objects for this entry, or  null if none.",source
MtpStorageInfo_getMaxCapacity, Returns the maximum storage capacity for the storage unit in bytes,source
CursorAdapter_getFilter, Returns a filter that can be used to constrain data with a filtering  pattern.,source
DateFormat_getMediumDateFormat, Returns a DateFormat object that can format the date  in medium form  for the context's locale.,source
HttpRetryException_getLocation, Returns the value of the Location header field if the  error resulted from redirection.,source
ColorMatrix_getArray, Return the array of floats representing this colormatrix.,source
Collator_getInstance, Returns the Collator for the current default locale.,source
SparseIntArray_get," Gets the int mapped from the specified key, or 0  if no such mapping has been made.",source
DecimalFormatSymbols_getDigit, Returns the character used for a digit in a pattern.,source
CharsetEncoder_charset, Returns the charset that created this encoder.,source
BluetoothA2dp_getConnectedDevices," Get connected devices for this specific profile.  For apps targeting Build.VERSION_CODES#S or or higher,  this requires the Manifest.permission#BLUETOOTH_CONNECT  permission which can be gained with  Activity.requestPermissions.",source
URLConnection_getDoInput, Returns the value of this URLConnection's  doInput flag.,source
Inflater_getBytesRead, Returns the total number of compressed bytes input so far.,source
ClassLoader_getSystemResource, Find a resource of the specified name from the search path used to load  classes.,source
ReentrantLock_getHoldCount, Queries the number of holds on this lock by the current thread.,source
LocationManager_getLastKnownLocation," Gets the last known location from the given provider, or null if there is no last known  location.",source
JSONArray_put, Appends value to the end of this array.,source
AbstractCursor_getNotificationUri," Return the URI at which notifications of changes in this Cursor's data  will be delivered, as previously set by setNotificationUri.",source
SocketFactory_getDefault, Returns a copy of the environment's default socket factory.,source
MimeTypeMap_getFileExtensionFromUrl, Returns the file extension or an empty string if there is no  extension.,source
NfcB_transceive, Send raw NFC-B commands to the tag and receive the response.,source
ClassLoader_getSystemResourceAsStream," Open for reading, a resource of the specified name from the search path  used to load classes.",source
IllegalFormatCodePointException_getMessage, Returns the detail message string of this throwable.,source
AccountManager_confirmCredentials, Confirms that the user knows the password for an account to make extra  sure they are the owner of the account.,source
MtpObjectInfo_getFormat, Returns the format code for the MTP object,source
WebSettings_getFantasyFontFamily, Gets the fantasy font family name.,source
Calendar_getFirstDayOfWeek," Returns what the first day of the week is,  where 1 = SUNDAY and 7 = SATURDAY.",source
ResourceCursorAdapter_newView, Inflates view from the specified XML file.,source
Resources_getColor, Returns a themed color integer associated with a particular resource ID.,source
DisplayManager_getDisplay, Gets information about a logical display.,source
Mac_doFinal, Processes the given array of bytes and finishes the MAC operation.,source
TrafficStats_getTotalRxPackets, Return number of packets received since device boot.,source
ImageView_getCropToPadding, Return whether this ImageView crops to padding.,source
URL_getFile, Gets the file name of this URL.,source
HandshakeCompletedEvent_getPeerCertificates, Returns the identity of the peer which was established as part  of defining the session.,source
DeviceAdminReceiver_getManager, Retrieve the DevicePolicyManager interface for this administrator to work  with the system.,source
MifareUltralight_getTag, Get the Tag object backing this TagTechnology object.,source
NetworkInterface_getDisplayName, Get the display name of this network interface.,source
URLConnection_getFileNameMap," Returns a FileNameMap implementation suitable for guessing a  content type based on a URL's ""file"" component.",source
MulticastSocket_getNetworkInterface, Get the multicast network interface set.,source
Resources_getColor, Returns a themed color integer associated with a particular resource ID.,source
AccountManager_getUserData," Gets the user data named by ""key"" associated with the account.",source
Resources_getDimensionPixelOffset, Retrieve a dimensional for a particular resource ID for use  as an offset in raw pixels.,source
HandshakeCompletedEvent_getSession, Returns the session that triggered this event.,source
WebSettings_getSaveFormData, Gets whether the WebView saves form data.,source
DateFormatSymbols_getLocalPatternChars, Returns localized date-time pattern characters.,source
Preference_getOnPreferenceClickListener, Returns the callback to be invoked when this Preference is clicked.,source
MemoryFile_getOutputStream, Creates a new OutputStream for writing to the memory file.,source
Time_getWeeksSinceEpochFromJulianDay, Returns the week since EPOCH_JULIAN_DAY  adjusted  for first day of week.,source
ImageView_getBaseline, Return the offset of the widget's text baseline from the widget's top  boundary.,source
ZipEntry_getCrc, Returns the CRC-32 checksum of the uncompressed entry data.,source
MessageDigest_getProvider, Returns the provider of this message digest object.,source
HttpURLConnection_getResponseMessage," Gets the HTTP response message, if any, returned along with the  response code from a server.",source
MtpDevice_getStorageInfo, Retrieves the MtpStorageInfo for a storage unit.,source
BitmapRegionDecoder_getHeight, Returns the original image's height,source
CharsetEncoder_unmappableCharacterAction, Returns this encoder's current action for unmappable-character errors.,source
Buffer_mark, Sets this buffer's mark at its position.,source
Security_getAlgorithms, Returns a Set of Strings containing the names of all available  algorithms or types for the specified Java cryptographic service  .,source
DigitsKeyListener_getInputType, Returns the input type for the listener.,source
JSONArray_getLong, Returns the value at index if it exists and is a long or  can be coerced to a long.,source
BackupDataInputStream_getKey, Report the key string associated with this entity within the backup data set.,source
DigitsKeyListener_getInstance, Returns a DigitsKeyListener that accepts only the characters  that appear in the specified String.,source
MtpObjectInfo_getName, Returns the name of the MTP object,source
ExemptionMechanism_getName, Returns the exemption mechanism name of this  ExemptionMechanism object.,source
Array_getFloat," Returns the value of the indexed component in the specified  array object, as a float.",source
BreakIterator_getSentenceInstance, Returns a new instance of BreakIterator that locates sentence boundaries.,source
PropertyChangeEvent_getPropertyName, Gets the programmatic name of the property that was changed.,source
ExpandableListActivity_getExpandableListView, Get the activity's expandable list view widget.,source
Throwable_getLocalizedMessage, Creates a localized description of this throwable.,source
ComparisonFailure_getMessage, Returns the detail message string of this throwable.,source
IsoDep_getHiLayerResponse, Return the higher layer response bytes for NfcB tags.,source
AtomicInteger_getAndAdd," Atomically adds the given value to the current value,  with memory effects as specified by VarHandle#getAndAdd.",source
AudioStream_getDtmfType," Returns the RTP payload type for dual-tone multi-frequency  digits,  or -1 if it is not enabled.",source
Method_getParameterAnnotations," Returns an array of arrays of Annotations that  represent the annotations on the formal parameters, in  declaration order, of the Executable represented by  this object.",source
SSLCertificateSocketFactory_createSocket," Creates a socket and connects it to the specified remote host  at the specified remote port.  By default, this method returns a connected socket and verifies the peer's  certificate hostname after connecting using the HostnameVerifier obtained from  HttpsURLConnection.getDefaultHostnameVerifier; if this instance was created with  getInsecure, it returns a socket that is not connected  instead.",source
DateFormatSymbols_getAvailableLocales, Returns an array of all locales for which the getInstance methods of  this class can return localized instances.,source
SecureRandom_generateSeed," Returns the given number of seed bytes, computed using the seed  generation algorithm that this class uses to seed itself.",source
CertPathValidator_getInstance, Returns a CertPathValidator object that implements the  specified algorithm.,source
NfcV_getResponseFlags, Return the Response Flag bytes from tag discovery.,source
Deflater_getTotalOut, Returns the total number of compressed bytes output so far.,source
URI_getPort, Returns the port number of this URI.,source
AppWidgetManager_getInstance, Get the AppWidgetManager instance to use for the supplied Context object.,source
InterfaceAddress_getBroadcast, Returns an InetAddress for the broadcast address  for this InterfaceAddress.,source
BreakIterator_getAvailableLocales, Returns a list of locales for which BreakIterators can be used.,source
LogManager_getLoggerNames, Get an enumeration of known logger names.,source
ScaleGestureDetector_getPreviousSpanY, Return the previous average Y distance between each of the pointers forming the  gesture in progress through the focal point.,source
TimedText_getText, Get the characters in the timed text.,source
ShapeDrawable_getPaint, Returns the Paint used to draw the shape.,source
ImageView_getImageAlpha, Returns the alpha that will be applied to the drawable of this ImageView.,source
MessageDigest_getProvider, Returns the provider of this message digest object.,source
NetworkInterface_getInterfaceAddresses, Get a List of all or a subset of the InterfaceAddresses  of this network interface.,source
Charset_name, Returns this charset's canonical name.,source
PBEKeySpec_getPassword, Returns a copy of the password.,source
SSLContext_getClientSessionContext," Returns the client session context, which represents the set of  SSL sessions available for use during the handshake phase of  client-side SSL sockets.",source
ZipFile_getInputStream, Returns an input stream for reading the contents of the specified  zip file entry.,source
CursorAdapter_getFilterQueryProvider, Returns the query filter provider used for filtering.,source
SAXParseException_getLineNumber, The line number of the end of the text where the exception occurred.,source
MessageDigest_getInstance, Returns a MessageDigest object that implements the specified digest  algorithm.,source
Resources_getIntArray, Return the int array associated with a particular resource ID.,source
Field_getDeclaringClass, Returns the Class object representing the class or interface  that declares the field represented by this Field object.,source
DeviceAdminReceiver_getManager, Retrieve the DevicePolicyManager interface for this administrator to work  with the system.,source
BassBoost_getStrengthSupported, Indicates whether setting strength is supported.,source
DrmManagerClient_getAvailableDrmEngines, Retrieves information about all the DRM plug-ins  that are registered with  the DRM framework.,source
Cipher_getOutputSize," Returns the length in bytes that an output buffer would need to be in  order to hold the result of the next update or  doFinal operation, given the input length  inputLen .",source
URLConnection_getRequestProperties, Returns an unmodifiable Map of general request  properties for this connection.,source
ECParameterSpec_getOrder, Returns the order of the generator.,source
LocationProvider_getPowerRequirement," Returns the power requirement for this provider, one of the ProviderProperties.POWER_USAGE_*  constants.",source
SensorManager_getOrientation, Computes the device's orientation based on the rotation matrix.,source
AlgorithmParameters_getEncoded, Returns the parameters encoded in the specified scheme.,source
Toast_setText,update the text in a Goner that be antecedently created use 1 of the makeText  methods.,sink
AssetManager_openFd,give an uncompressed plus by mmapping it and return an AssetFileDescriptor.,sink
Matrix3f_set,do the value for a give dustup and column,sink
AlarmManager_setTime,seth the system wall clock clock time.,sink
XmlPullParserFactory_setNamespaceAware,specifies that the parser produced by this mill will provide supporting for XML namespaces.,sink
BackupAgent_onRestoreFile, Handle the data delivered via the given file descriptor during a full restore  operation.,sink
Debug_dumpService, Get a debugging dump of a system service by name.,sink
DropBoxManager_addFile," Stores the contents of a file, which may be ignored or discarded as with  addText.",sink
ShapeDrawable_setPadding, Sets padding for the shape.,sink
InstrumentationTestCase_launchActivity,service program method acting for launching an activity.,sink
Inflater_setInput,stage set input data for decompression.,sink
ZoomButtonsController_setZoomOutEnabled, Whether to enable the zoom out control.,sink
ThreadGroup_setMaxPriority,sets the maximal precedence of the group.,sink
InputConnectionWrapper_setSelection, Set the selection of the text editor.,sink
Deflater_setInput,sets input data for compression.,sink
SSLSocket_setSSLParameters, Applies SSLParameters to this socket.,sink
TextToSpeech_setPitch,set the speech sales pitch for the TextToSpeech engine.,sink
InstrumentationTestCase_launchActivityWithIntent, Utility method for launching an activity with a specific Intent.,sink
MediaPlayer_setDataSource, Sets the data source  to use.,sink
AudioManager_setBluetoothScoOn, Request use of Bluetooth SCO headset for communications.,sink
ServerSocket_setReceiveBufferSize, Sets a default proposed value for the  SO_RCVBUF option for sockets  accepted from this ServerSocket.,sink
WebSettings_setMinimumFontSize, Sets the minimum font size.,sink
MediaRecorder_setProfile,habituate the settings from a CamcorderProfile object for recording.,sink
Field_setLong, Sets the value of a field as a long on the specified object.,sink
Matrix2f_set,sets the economic value for a give row and column,sink
FileOutputStream_write, Writes len bytes from the specified byte array  starting at offset off to this file output stream.,sink
MediaMetadataRetriever_setDataSource, Sets the data source  to use.,sink
SearchManager_startSearch,launch hunt UI.,sink
MediaRecorder_setAudioEncodingBitRate, Sets the audio encoding bit rate for recording.,sink
RandomAccessFile_writeFloat,"converts the air bladder debate to an int using the floatToIntBits method in stratum Float, and then indite that int value to the file cabinet as a four - byte amount, high byte first.",sink
SSLCertificateSocketFactory_setNpnProtocols, Sets the  Next  Protocol Negotiation  protocols that this peer is interested in.,sink
RandomAccessFile_writeFloat,"converts the air bladder debate to an int using the floatToIntBits method in stratum Float, and then indite that int value to the file cabinet as a four - byte amount, high byte first.",sink
WebSettings_setSansSerifFontFamily, Sets the sans-serif font family name.,sink
ZoomButtonsController_setZoomOutEnabled,whether to enable the soar out control.,sink
AnimatorSet_setDuration,put the length of each of the current fry animations of this AnimatorSet.,sink
ObjectAnimator_setIntValues, Sets int values that will be animated between.,sink
BassBoost_setProperties, Sets the bass boost properties.,sink
DatagramSocket_setReceiveBufferSize,sets the SO_RCVBUF choice to the specified economic value for this DatagramSocket.,sink
ColorMatrix_setScale, Set this colormatrix to scale by the specified values.,sink
SearchManager_startSearch, Launch search UI.,sink
WebSettings_setBlockNetworkLoads, Sets whether the WebView should not load resources from the network.,sink
WebSettings_setSupportZoom, Sets whether the WebView should support zooming using its on-screen zoom  controls and gestures.,sink
SimpleAdapter_setViewImage, Called by bindView to set the image for an ImageView but only if  there is no existing ViewBinder or if the existing ViewBinder cannot  handle binding to an ImageView.,sink
DateFormat_setLenient, Specify whether or not date/time parsing is to be lenient.,sink
AccessibilityRecord_setChecked,sets if the seed equal gibe.,sink
KeyStore_setEntry, Saves a keystore Entry under the specified alias.,sink
ValueAnimator_setFrameDelay,"the quantity of time, in msec, between each frame of the animation.",sink
SipAudioCall_setSpeakerMode, Puts the device to speaker mode.,sink
TextToSpeech_setPitch,set the speech sales pitch for the TextToSpeech engine.,sink
Log_e, Send a ERROR log message and log the exception.,sink
Attributes_put,associates the specified note value with the nail down dimension name  in this Map.,sink
Attributes_put, Associates the specified value with the specified attribute name   in this Map.,sink
WifiP2pManager_stopPeerDiscovery, Stop an ongoing peer discovery  The function call immediately returns after sending a stop request  to the framework.,sink
NfcAdapter_enableForegroundDispatch,enable foreground expeditiousness to the given Bodily function.,sink
CalendarView_setMinDate,"sets the minimum appointment supported by this CalendarView in milliseconds since January 1, 1970 00: 00: 00 in TimeZone # getDefault  clip zona.",sink
SmsManager_sendDataMessage,send a data base ms to a specific practical application port.,sink
ZoomButtonsController_setFocusable, Sets whether the zoom controls should be focusable.,sink
ShareActionProvider_setShareIntent,seth an intent with information about the share legal action.,sink
MediaMetadataRetriever_setDataSource, Sets the data source as a content Uri.,sink
PrintWriter_print, Prints a double-precision floating-point number.,sink
DecimalFormat_setMinimumIntegerDigits, Sets the minimum number of digits allowed in the integer portion of a  number.,sink
SSLCertificateSocketFactory_setUseSessionTickets, Enables session ticket  support on the given socket.,sink
AccountManager_newChooseAccountIntent, Returns an intent to an Activity that prompts the user to choose from a list of  accounts.,sink
ImageView_setSelected,alteration the selection land of this sight.,sink
AppWidgetManager_updateAppWidgetOptions, Update the extras for a given widget instance.,sink
PropertyValuesHolder_setObjectValues,stage set the alive value for this aim to this set of Objects.,sink
MediaPlayer_setDataSource, Sets the data source  to use.,sink
AlarmManager_setRepeating,schedule a repetition dismay.,sink
Socket_sendUrgentData, Send one byte of urgent data on the socket.,sink
PipedOutputStream_write, Writes the specified byte to the piped output stream.,sink
DateFormatSymbols_setAmPmStrings, Sets ampm strings.,sink
AudioTrack_setPlaybackRate,sets the playback sampling charge per unit for this runway.,sink
ObjectOutputStream_writeBytes,write a String as a chronological succession of byte.,sink
AutoCompleteTextView_setListSelection,set the position of the dropdown vista survival.,sink
SQLiteProgram_bindString, Bind a String value to this statement.,sink
SimpleAdapter_setViewImage,called by bindView  to do the image for an ImageView but just if at that place be no exist ViewBinder or if the existing ViewBinder cannot handle binding to an ImageView.,sink
DecimalFormat_setMultiplier, Sets a number that will be used to multiply all numbers prior to formatting.,sink
WebSettings_setLayoutAlgorithm, Sets the underlying layout algorithm.,sink
Array_set, Sets the value of the indexed component of the specified array  object to the specified new value.,sink
Manifest_write,pen the Manifest to the limit OutputStream.,sink
ImageView_setColorFilter, Sets a tinting option for the image.,sink
PrintWriter_println, Prints a String and then terminates the line.,sink
DecimalFormat_setNegativePrefix, Affixes: Sets the string to prepend to negative numbers.,sink
Field_setByte,set the time value of a field as a byte on the specified object.,sink
WebSettings_setCursiveFontFamily, Sets the cursive font family name.,sink
ZoomButtonsController_setZoomSpeed,pose the delay between zoom recall as the user halt a zoom clit.,sink
Handler_setEncoding,set the character encode habituate by this Handler.,sink
Matrix2f_set, Sets the value for a given row and column,sink
TextToSpeech_setLanguage, Sets the text-to-speech language.,sink
WebSettings_setMediaPlaybackRequiresUserGesture, Sets whether the WebView requires a user gesture to play media.,sink
AtomicInteger_lazySet," Sets the value to newValue,  with memory effects as specified by VarHandle#setRelease.",sink
FloatBuffer_put, Absolute put method .,sink
WebSettings_setAllowFileAccess, Enables or disables file access within WebView.,sink
DatagramSocket_send,station a datagram mailboat from this socket.,sink
Date_setTime, Sets an existing Date object  using the given milliseconds time value.,sink
LocationManager_sendExtraCommand,sends extra program line to a location provider.,sink
TextToSpeech_addSpeech, Adds a mapping between a string of text and a sound file.,sink
StringWriter_append, Appends the specified character sequence to this writer.,sink
AttributesImpl_setLocalName,set the local public figure of a specific dimension.,sink
BackupDataOutput_writeEntityHeader,st. mark the beginning of ace disc in the backup data stream.,sink
ObjectOutputStream_writeFloat,writes a thirty two bit swim bladder.,sink
SimpleAdapter_setViewText,call by bindView  to set the text for a TextView but entirely if there be no existing ViewBinder or if the existing ViewBinder cannot hold binding to a TextView.,sink
ByteBuffer_put, Relative bulk put method .,sink
PrintWriter_print, Prints a string.,sink
WebSettings_setNeedInitialFocus,tells the WebView whether information technology needs to set a lymph node to get focus when WebView # requestFocus  is called.,sink
WallpaperManager_setStream, Version of setStream that allows the caller  to specify which of the supported wallpaper categories to set.,sink
ListFragment_setListShown, Control whether the list is being displayed.,sink
ObjectOutputStream_writeBoolean, Writes a boolean.,sink
AttributesImpl_setValue,solidifying the note value of a specific attribute.,sink
TextureView_setTransform, Sets the transform to associate with this texture view.,sink
BitSet_set, Sets the bits from the specified fromIndex  to the  specified toIndex  to the specified value.,sink
DatagramSocket_setSoTimeout,"enable / disable SO_TIMEOUT with the specified timeout, in msec.",sink
ByteBuffer_put, Relative bulk put method .,sink
AudioManager_setBluetoothScoOn,request use of Bluetooth SCO headset for communications.,sink
PropertyValuesHolder_setKeyframes, Set the animated values for this object to this set of Keyframes.,sink
DatagramSocket_setBroadcast,enable / disable SO_BROADCAST.,sink
KeyChain_choosePrivateKeyAlias,launches an Activeness for the user to choose the alias for a private key and credentials duad for hallmark.,sink
PresetReverb_setProperties, Sets the preset reverb properties.,sink
RandomAccessFile_setLength, Sets the length of this file.,sink
AnimatorSet_setTarget,fix the fair game physical object for all current child vivification of this AnimatorSet that take targets .,sink
AccessibilityRecord_setPassword,sets if the source be a password battleground.,sink
AssetManager_openXmlResourceParser,remember a parser for a compiled XML file.,sink
ObjectOutputStream_writeChar, Writes a 16 bit char.,sink
Manifest_write, Writes the Manifest to the specified OutputStream.,sink
LocationManager_setTestProviderEnabled,go under the given tryout supplier to be enable or disabled.,sink
LocationManager_setTestProviderLocation, Sets a new location for the given test provider.,sink
Calendar_set, Sets the given calendar field to the given value.,sink
WebSettings_setAllowFileAccess, Enables or disables file access within WebView.,sink
AudioManager_setSpeakerphoneOn, Sets the speakerphone on or off.,sink
Field_setFloat, Sets the value of a field as a float on the specified object.,sink
ObjectOutputStream_writeInt,write a xxxii bit int.,sink
AssetManager_openNonAssetFd, Open a non-asset as an asset by mmapping it and returning an AssetFileDescriptor.,sink
MulticastSocket_setLoopbackMode,disable / Enable local loopback of multicast datagrams The option is used by the platform ' siemens networking computer code as a intimation for set whether multicast data bequeath be looped back to the local socket.,sink
KeyStore_setKeyEntry," Assigns the given key to the given alias, protecting it with the given  password.",sink
Matrix3f_set, Sets the value for a given row and column,sink
WebSettings_setJavaScriptCanOpenWindowsAutomatically, Tells JavaScript to open windows automatically.,sink
AccessibilityManager_sendAccessibilityEvent,commit an AccessibilityEvent.,sink
BitSet_set, Sets the bit at the specified index to the specified value.,sink
SSLParameters_setProtocols,jell the array of protocols.,sink
LocationManager_sendExtraCommand,sends extra program line to a location provider.,sink
MediaRecorder_setAudioEncodingBitRate, Sets the audio encoding bit rate for recording.,sink
MediaRecorder_setOutputFile, Sets the path of the output file to be produced.,sink
SparseLongArray_append," Puts a key/value pair into the array, optimizing for the case where  the key is greater than all existing keys in the array.",sink
AccountManager_setUserData,sets one userdata cay for an history.,sink
UiModeManager_setNightMode, Sets the system-wide night mode.,sink
WebSettings_setGeolocationEnabled, Sets whether Geolocation is enabled.,sink
AudioTrack_setNotificationMarkerPosition, Sets the position of the notification marker.,sink
ListFragment_setListShown, Control whether the list is being displayed.,sink
MediaPlayer_setVideoScalingMode, Sets video scaling mode.,sink
ParserAdapter_startElement,arranger implementation method; answer non call.,sink
XmlPullParserFactory_setValidating, Specifies that the parser produced by this factory will be validating  .,sink
Manifest_write, Writes the Manifest to the specified OutputStream.,sink
ParserAdapter_startElement,arranger implementation method; answer non call.,sink
SipAudioCall_sendDtmf,sends a DTMF codification.,sink
NfcAdapter_enableForegroundDispatch,enable foreground expeditiousness to the given Bodily function.,sink
AutoCompleteTextView_setDropDownHorizontalOffset, Sets the horizontal offset used for the auto-complete drop-down list.,sink
Socket_setPerformancePreferences, Sets performance preferences for this socket.,sink
ObjectOutputStream_writeLong, Writes a 64 bit long.,sink
IsolatedContext_bindService," Connects to an application service, creating it if needed.",sink
DoubleBuffer_put, Relative bulk put method .,sink
EditText_setEllipsize,causes logos in the text that are long than the perspective ' s width to be ellipsized alternatively of broken in the eye.,sink
AccountManager_setUserData, Sets one userdata key for an account.,sink
ZoomButtonsController_setZoomInEnabled,whether to enable the zoom in dominance.,sink
ObjectOutputStream_writeBytes,write a String as a chronological succession of byte.,sink
DecimalFormat_setMinimumIntegerDigits, Sets the minimum number of digits allowed in the integer portion of a  number.,sink
WallpaperManager_setResource, Version of setResource that allows the caller to specify which  of the supported wallpaper categories to set.,sink
UiModeManager_enableCarMode,"force device into gondola mode, similar information technology get been placed in the car dock.",sink
AccountManager_newChooseAccountIntent, Deprecated in favor of newChooseAccountIntent.,sink
Log_println, Low-level logging call.,sink
PrintWriter_print, Prints an integer.,sink
AudioManager_setBluetoothScoOn,request use of Bluetooth SCO headset for communications.,sink
CollationElementIterator_setOffset, Sets the iterator to point to the collation element corresponding to  the specified character .,sink
Collator_setDecomposition, Set the decomposition mode of this Collator.,sink
SQLiteProgram_bindString,bind a String up note value to this statement.,sink
ClipboardManager_setText, Sets the contents of the clipboard to the specified text.,sink
PropertyValuesHolder_setKeyframes,curing the alive values for this object to this stage set of Keyframes.,sink
Path_setLastPoint, Sets the last point of the path.,sink
DecimalFormat_setGroupingUsed, Set whether or not grouping will be used in this format.,sink
CharBuffer_put, Relative bulk put method .,sink
SSLContext_setDefault,place the default SSL context.,sink
ViewAnimator_setOutAnimation, Specifies the animation used to animate a View that exit the screen.,sink
DateFormatSymbols_setEras, Sets abbreviated era strings.,sink
Writer_write, Writes an array of characters.,sink
SimpleAdapter_setViewImage,called by bindView  to do the image for an ImageView but just if at that place be no exist ViewBinder or if the existing ViewBinder cannot handle binding to an ImageView.,sink
InputConnectionWrapper_setSelection,stage set the choice of the text editor program.,sink
PrintWriter_print, Prints a boolean value.,sink
PrintStream_print, Prints a boolean value.,sink
MediaRecorder_setOrientationHint,sets the predilection hint for yield video playback.,sink
AssetManager_openXmlResourceParser,remember a parser for a compiled XML file.,sink
ViewAnimator_setInAnimation, Specifies the animation used to animate a View that enters the screen.,sink
SipManager_setRegistrationListener,sets the auditor to listen to registration case.,sink
Debug_startMethodTracing, Start method tracing with default log name and buffer size.,sink
DateFormatSymbols_setAmPmStrings, Sets ampm strings.,sink
Inflater_setInput,stage set input data for decompression.,sink
IsolatedContext_bindService, Same as bindService with executor to control  ServiceConnection callbacks.,sink
RandomAccessFile_write, Writes len bytes from the specified byte array  starting at offset off to this file.,sink
PrintStream_print, Prints a string.,sink
ValidatorHandler_setProperty, Set the value of a property.,sink
DecimalFormat_setGroupingUsed, Set whether or not grouping will be used in this format.,sink
IsolatedContext_sendBroadcast, Broadcast the given intent to all interested BroadcastReceivers.,sink
WifiP2pManager_addLocalService, Register a local service for service discovery.,sink
AlarmManager_setRepeating,schedule a repetition dismay.,sink
WebSettings_setBuiltInZoomControls,set whether the WebView should use its construct - in zoom mechanism.,sink
ObjectOutputStream_writeLong, Writes a 64 bit long.,sink
Binder_dump,enforce to call the to a greater extent convenient version wasteyard .,sink
AtomicLong_lazySet," Sets the value to newValue,  with memory effects as specified by VarHandle#setRelease.",sink
