key,docs,classification,class,category_map
Log_println,api for sending log output,sink,Log,log
AudioManager_setStreamVolume,audio manager provides access to volume and ringer mode control,sink,AudioManager,audio
Calendar_setTime,"[icu enhancement] icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,Calendar,no category
ClassLoader_getSystemResource,"a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",source,ClassLoader,network information
SearchView_getQuery,"a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",source,SearchView,no category
NfcF_getManufacturer,provides access to nfc f  properties and i/ o operations on a tag,source,NfcF,nfc information
IntBuffer_put,an int buffer,sink,IntBuffer,no category
Signature_getParameters,the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,source,Signature,no category
WebSettings_getStandardFontFamily,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
Inflater_getTotalOut,this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Inflater,no category
Array_getFloat,the array class provides static methods to dynamically create and access java arrays,source,Array,no category
SQLiteDatabase_rawQueryWithFactory,exposes methods to manage a sql lite database,source,SQLiteDatabase,database
FileOutputStream_getFD,"a file output stream is an output stream for writing data to a file or to a file descriptor  whether or not a file is available or may be created depends upon the underlying platform   some platforms, in particular, allow a file to be opened for writing by only one file output stream  at a time   in such situations the constructors in this class will fail if the file involved is already open",source,FileOutputStream,no category
AccountManager_removeAccount,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
Animator_clone,"this is the superclass for classes which provide basic support for animations which can be started, ended, and have animator listeners added to them",source,Animator,no category
TextToSpeech_addSpeech,synthesizes speech from text for immediate playback or to create a sound file,sink,TextToSpeech,no category
ExifInterface_setAttribute,this is a class for reading and writing exif tags in various image file formats,sink,ExifInterface,no category
LogManager_getLoggerNames,there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,source,LogManager,no category
WebSettings_setStandardFontFamily,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
CharBuffer_array,a char buffer,source,CharBuffer,no category
DataOutputStream_writeByte,a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
WifiP2pManager_requestConnectionInfo,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
DecimalFormat_setGroupingUsed,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
ClassLoader_getParent,"a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",source,ClassLoader,network information
PrintStream_print,"a print stream adds functionality to another output stream, namely the ability to print representations of various data values conveniently   two other features are provided as well   unlike other output streams, a print stream never throws an i o exception; instead, exceptional situations merely set an internal flag that can be tested via the check error method  optionally, a print stream can be created so as to flush automatically; this means that the flush method is automatically invoked after a byte array is written, one of the println methods is invoked, or a newline character or byte  is written",sink,PrintStream,no category
UiModeManager_enableCarMode,this class provides access to the system uimode services   these services allow applications to control ui modes of the device  it provides functionality to disable the car mode and it gives access to the night mode settings,sink,UiModeManager,log
BreakIterator_getCharacterInstance,"[icu enhancement] icu's replacement for break iterator  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,BreakIterator,no category
DownloadManager_getUriForDownloadedFile,"the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",source,DownloadManager,files
AttributesImpl_getValue,default implementation of the attributes interface,source,AttributesImpl,no category
DatagramPacket_setSocketAddress,this class represents a datagram packet,sink,DatagramPacket,no category
WifiP2pManager_discoverPeers,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
StrictMode_getThreadPolicy,strict mode is a developer tool which detects things you might be doing by accident and brings them to your attention so you can fix them,source,StrictMode,no category
SSLContext_getServerSessionContext,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
GregorianCalendar_getActualMinimum,"[icu enhancement] icu's replacement for gregorian calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,GregorianCalendar,calendar information
WallpaperManager_setWallpaperOffsets,"provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",sink,WallpaperManager,no category
NsdManager_resolveService,"the network service discovery manager class provides the api to discover services on a network  as an example, if device a and device b are connected over a wifi network, a game registered on device a can be discovered by a game on device b  another example use case is an application discovering printers on the network",sink,NsdManager,network connection
DatagramSocket_setReceiveBufferSize,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
DateFormat_parse,"[icu enhancement] icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
SimpleDateFormat_get2DigitYearStart,"[icu enhancement] icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,SimpleDateFormat,no category
Throwable_getMessage,this exception is thrown by the access controller to indicate that a requested access  is denied,source,Throwable,no category
AudioTrack_getChannelConfiguration,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
NsdManager_registerService,"the network service discovery manager class provides the api to discover services on a network  as an example, if device a and device b are connected over a wifi network, a game registered on device a can be discovered by a game on device b  another example use case is an application discovering printers on the network",sink,NsdManager,network connection
DatePicker_setMinDate,"date picker is a directly subclass of picker  this class is a widget for selecting a date  the date can be selected by a year, month, and day columns  the ""min date"" and ""max date"" from which dates to be selected can be customized   the columns can be customized by attribute ""date picker format"" or set date picker format  r attr max date r attr min date r attr date picker forma",sink,DatePicker,no category
NfcF_getMaxTransceiveLength,provides access to nfc f  properties and i/ o operations on a tag,source,NfcF,nfc information
AlarmManager_set,"this class provides access to the system alarm services   these allow you to schedule your application to be run at some point in the future   when an alarm goes off, the intent that had been registered for it is broadcast by the system, automatically starting the target application if it is not already running   registered alarms are retained while the device is asleep , but will be cleared if it is turned off and rebooted",sink,AlarmManager,no category
ColorMatrix_setConcat,"4x5 matrix for transforming the color and alpha components of a bitmap  the matrix can be passed as single array, and is treated as follows",sink,ColorMatrix,no category
ValueAnimator_setDuration,this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,sink,ValueAnimator,no category
NumberFormat_getMinimumFractionDigits,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
ThreadGroup_getParent,"a thread group represents a set of threads  in addition, a thread group can also include other thread groups  the thread groups form a tree in which every thread group except the initial thread group has a parent",source,ThreadGroup,no category
ColorMatrix_setScale,"4x5 matrix for transforming the color and alpha components of a bitmap  the matrix can be passed as single array, and is treated as follows",sink,ColorMatrix,no category
LogPrinter_println,implementation of a printer that sends its output to the system log,sink,LogPrinter,log
DecimalFormatSymbols_getGroupingSeparator,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
ValueAnimator_getRepeatCount,this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,source,ValueAnimator,no category
ZipEntry_getTime,this class is used to represent a zip file entry,source,ZipEntry,no category
DecimalFormat_getDecimalFormatSymbols,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
SQLiteDatabase_setMaximumSize,exposes methods to manage a sql lite database,sink,SQLiteDatabase,no category
ShapeDrawable_getChangingConfigurations,"a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",source,ShapeDrawable,no category
MulticastSocket_getNetworkInterface,"the multicast datagram socket class is useful for sending and receiving ip multicast packets   a multicast socket is a  datagram socket, with additional capabilities for joining ""groups"" of other multicast hosts on the internet",source,MulticastSocket,no category
DateFormat_getLongDateFormat,utility class for producing strings with formatted date/time,source,DateFormat,no category
ClassLoader_setClassAssertionStatus,"a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",sink,ClassLoader,no category
AccessibilityManager_getEnabledAccessibilityServiceList,"system level service that serves as an event dispatch for accessibility events, and provides facilities for querying the accessibility state of the system  accessibility events are generated when something notable happens in the user interface, for example an activity starts, the focus or selection of a view changes etc  parties interested in handling accessibility events implement and register an accessibility service which extends accessibility service",source,AccessibilityManager,no category
Attributes_get,"the attributes class maps manifest attribute names to associated string values  valid attribute names are case insensitive, are restricted to the ascii characters in the set [0 9a z a z_ ], and cannot exceed 70 characters in length  attribute values can contain any characters and will be u t f8 encoded when written to the output stream   see the jar file specification for more information about valid attribute names and values",source,Attributes,no category
BackupAgentHelper_onBackup,"a convenient backup agent wrapper class that automatically manages heterogeneous data sets within the backup data, each identified by a unique key prefix   when processing a backup or restore operation, the backup agent helper dispatches to one or more installed backup helper objects, each of which is responsible for a defined subset of the data being processed",sink,BackupAgentHelper,no category
Path_set,"the path class encapsulates compound  geometric paths consisting of straight line segments, quadratic curves, and cubic curves  it can be drawn with canvas draw path, either filled or stroked , or it can be used for clipping or to draw text on a path",sink,Path,no category
EditText_setEllipsize,an editable text view that shows completion suggestions automatically while the user is typing,sink,EditText,no category
WebSettings_getBlockNetworkLoads,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
Field_get,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
DatePicker_setMaxDate,"date picker is a directly subclass of picker  this class is a widget for selecting a date  the date can be selected by a year, month, and day columns  the ""min date"" and ""max date"" from which dates to be selected can be customized   the columns can be customized by attribute ""date picker format"" or set date picker format  r attr max date r attr min date r attr date picker forma",sink,DatePicker,no category
AudioRecord_getNotificationMarkerPosition,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
ExifInterface_getAttributeDouble,this is a class for reading and writing exif tags in various image file formats,source,ExifInterface,no category
MediaRecorder_setProfile,used to record audio and video  the recording control is based on a simple state machine ,sink,MediaRecorder,no category
DecimalFormatSymbols_getPatternSeparator,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
SearchManager_getSearchablesInGlobalSearch,this class provides access to the system search services,source,SearchManager,no category
AccountManager_getAuthToken,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
MediaRecorder_setAudioChannels,used to record audio and video  the recording control is based on a simple state machine ,sink,MediaRecorder,no category
WallpaperManager_peekDrawable,"provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",source,WallpaperManager,no category
AssetManager_openFd,provides access to an application's raw asset files; see resources for the way most applications will want to retrieve their resource data  this class presents a lower level api that allows you to open and read raw files that have been bundled with the application as a simple stream of bytes,sink,AssetManager,no category
ScanResult_writeToParcel,scan result for bluetooth le scan,sink,ScanResult,network connection
URL_getFile,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
SQLiteProgram_bindLong,a base class for compiled sql lite programs,sink,SQLiteProgram,no category
SSLContext_getSocketFactory,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
AssetManager_openXmlResourceParser,provides access to an application's raw asset files; see resources for the way most applications will want to retrieve their resource data  this class presents a lower level api that allows you to open and read raw files that have been bundled with the application as a simple stream of bytes,sink,AssetManager,no category
MediaRecorder_getAudioSourceMax,used to record audio and video  the recording control is based on a simple state machine ,source,MediaRecorder,no category
Equalizer_getNumberOfBands,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
ExifInterface_getThumbnail,this is a class for reading and writing exif tags in various image file formats,source,ExifInterface,no category
BreakIterator_getAvailableLocales,"[icu enhancement] icu's replacement for break iterator  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,BreakIterator,no category
AttributesImpl_setType,default implementation of the attributes interface,sink,AttributesImpl,no category
SQLiteDatabase_getVersion,exposes methods to manage a sql lite database,source,SQLiteDatabase,database
SSLParameters_getProtocols,"encapsulates parameters for an ssl/ tls connection  the parameters are the list of ciphersuites to be accepted in an ssl/ tls handshake, the list of protocols to be allowed, the endpoint identification algorithm during ssl/ tls handshaking, the server name indication , the algorithm constraints and whether ssl/ tls servers should request or require client authentication, etc",source,SSLParameters,network information
SSLEngine_getPeerPort,"a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",source,SSLEngine,network information
ShapeDrawable_getPaint,"a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",source,ShapeDrawable,no category
CharBuffer_get,a char buffer,source,CharBuffer,no category
Socket_getSoLinger,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
AudioManager_setMode,audio manager provides access to volume and ringer mode control,sink,AudioManager,audio
Equalizer_getPresetName,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
ByteBuffer_array,a byte buffer,source,ByteBuffer,no category
SSLContext_getProtocol,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
URL_getHost,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
ViewAnimator_setOutAnimation,base class for a frame layout container that will perform animations when switching between its views,sink,ViewAnimator,no category
SimpleAdapter_getDropDownView,"an easy adapter to map static data to views defined in an xml file  you can specify the data backing the list as an array list of maps  each entry in the array list corresponds to one row in the list  the maps contain the data for each row  you also specify an xml file that defines the views used to display the row, and a mapping from keys in the map to specific views  binding data to views occurs in two phases  first, if a simple adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occurred  if the returned value is false, the following views are then tried in order",source,SimpleAdapter,no category
SearchManager_getSearchableInfo,this class provides access to the system search services,source,SearchManager,no category
DecimalFormat_setMultiplier,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
Socket_getTrafficClass,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
MediaRecorder_setAudioEncodingBitRate,used to record audio and video  the recording control is based on a simple state machine ,sink,MediaRecorder,no category
PrintWriter_append,"prints formatted representations of objects to a text output stream   this class implements all of the print methods found in print stream   it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams",sink,PrintWriter,no category
SimpleDateFormat_set2DigitYearStart,"[icu enhancement] icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,SimpleDateFormat,no category
Field_setChar,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",sink,Field,no category
Signature_getInstance,the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,source,Signature,no category
DatagramSocket_setBroadcast,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
Inflater_setInput,this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,sink,Inflater,no category
JSONArray_get,"a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object  null  values may not be na ns, infinities, or of any type not listed here",source,JSONArray,no category
Manifest_getMainAttributes,"the manifest class is used to maintain manifest entry names and their associated attributes  there are main manifest attributes as well as per entry attributes  for information on the manifest format, please see the  manifest format specification",source,Manifest,no category
StringWriter_append,"a character stream that collects its output in a string buffer, which can then be used to construct a string",sink,StringWriter,no category
Socket_getPort,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
AccountManager_newChooseAccountIntent,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",sink,AccountManager,user account
CalendarView_getDateTextAppearance,this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,source,CalendarView,calendar information
SparseLongArray_get,"sparse long arrays map integers to longs   unlike a normal array of longs, there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to longs, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",source,SparseLongArray,no category
AudioRecord_getSampleRate,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
PaintDrawable_setCornerRadius,"drawable that draws its bounds in the given paint, with optional rounded corners",sink,PaintDrawable,no category
JSONArray_getString,"a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object  null  values may not be na ns, infinities, or of any type not listed here",source,JSONArray,no category
WebSettings_getJavaScriptEnabled,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,system settings
Inflater_getTotalIn,this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Inflater,no category
WifiP2pManager_stopPeerDiscovery,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
RandomAccessFile_setLength,"instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",sink,RandomAccessFile,files
WallpaperManager_getDrawable,"provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",source,WallpaperManager,no category
DatagramSocket_getLocalAddress,this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
AccountManager_setPassword,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",sink,AccountManager,user account
AudioTrack_setPlaybackRate,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",sink,AudioTrack,audio
LayoutAnimationController_setInterpolator,"a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",sink,LayoutAnimationController,no category
WebSettings_setBuiltInZoomControls,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
AttributesImpl_setAttribute,default implementation of the attributes interface,sink,AttributesImpl,no category
DecimalFormat_getNegativePrefix,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
CharArrayWriter_append,this class implements a character buffer that can be used as an writer  the buffer automatically grows when data is written to the stream   the data can be retrieved using to char array and to string,sink,CharArrayWriter,no category
KeyStore_getCertificateChain,this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
AccountManager_blockingGetAuthToken,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
SQLiteProgram_bindString,a base class for compiled sql lite programs,sink,SQLiteProgram,no category
GregorianCalendar_setGregorianChange,"[icu enhancement] icu's replacement for gregorian calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,GregorianCalendar,no category
Socket_getChannel,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
DoubleBuffer_put,a double buffer,sink,DoubleBuffer,no category
AccountManager_getAccounts,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
SSLContext_getServerSocketFactory,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
PrintWriterPrinter_println,implementation of a printer that sends its output to a print writer,sink,PrintWriterPrinter,no category
GZIPOutputStream_write,this class implements a stream filter for writing compressed data in the gzip file format,sink,GZIPOutputStream,no category
Signature_getProvider,the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,source,Signature,no category
Field_getModifiers,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
DownloadManager_getMimeTypeForDownloadedFile,"the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",source,DownloadManager,no category
SSLSocket_getSSLParameters,"this class extends sockets and provides secure socket using protocols such as the "" secure sockets layer""  or ietf "" transport layer security""  protocols",source,SSLSocket,network information
WallpaperManager_getDesiredMinimumWidth,"provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",source,WallpaperManager,no category
Attributes_getValue,"the attributes class maps manifest attribute names to associated string values  valid attribute names are case insensitive, are restricted to the ascii characters in the set [0 9a z a z_ ], and cannot exceed 70 characters in length  attribute values can contain any characters and will be u t f8 encoded when written to the output stream   see the jar file specification for more information about valid attribute names and values",source,Attributes,no category
MessageFormat_getLocale,"[icu enhancement] icu's replacement for message format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,MessageFormat,no category
Log_getStackTraceString,api for sending log output,source,Log,no category
URLConnection_getConnectTimeout,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
DecimalFormat_getPositiveSuffix,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
SQLiteDatabase_openOrCreateDatabase,exposes methods to manage a sql lite database,sink,SQLiteDatabase,no category
ServerSocket_setSoTimeout,"this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",sink,ServerSocket,no category
Toast_getHorizontalMargin,a toast is a view containing a quick little message for the user   the toast class helps you create and show those,source,Toast,no category
DecimalFormatSymbols_setInternationalCurrencySymbol,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",sink,DecimalFormatSymbols,no category
WebSettings_setAllowFileAccess,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
ValidatorHandler_getProperty,streaming validator that works on sax stream,source,ValidatorHandler,no category
SQLiteDatabase_query,exposes methods to manage a sql lite database,source,SQLiteDatabase,database
ZipEntry_getComment,this class is used to represent a zip file entry,source,ZipEntry,no category
SimpleCursorAdapter_getViewBinder,"an easy adapter to map columns from a cursor to text views or image views defined in an xml file  you can specify which columns you want, which views you want to display the columns, and the xml file that defines the appearance of these views  binding occurs in two phases  first, if a simple cursor adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occured  if the returned value is false and the view to bind is a text view, set view text is invoked  if the returned value is false and the view to bind is an image view, set view image is invoked  if no appropriate binding can be found, an illegal state exception is thrown  if this adapter is used with filtering, for instance in an auto complete text view, you can use the simple cursor adapter cursor to string converter and the filter query provider interfaces to get control over the filtering process  you can refer to convert to string and cursor adapter run query on background thread for more information",source,SimpleCursorAdapter,no category
Calendar_getActualMaximum,"[icu enhancement] icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
LongBuffer_get,a long buffer,source,LongBuffer,no category
Reader_read,"abstract class for reading character streams   the only methods that a subclass must implement are read and close   most subclasses, however, will override some of the methods defined here in order to provide higher efficiency, additional functionality, or both",sink,Reader,no category
AppWidgetManager_getAppWidgetInfo,updates app widget state; gets information about installed app widget providers and other app widget related state,source,AppWidgetManager,no category
AccessibilityService_getServiceInfo,"accessibility services should only be used to assist users with disabilities in using android devices and apps  they run in the background and receive callbacks by the system when accessibility events are fired  such events denote some state transition in the user interface, for example, the focus has changed, a button has been clicked, etc  such a service can optionally request the capability for querying the content of the active window  development of an accessibility service requires extending this class and implementing its abstract methods",source,AccessibilityService,no category
