ind,key1,cat1,c1,doc1,key2,cat2,c2,doc2,cosine,labels
2093,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,TelephonyManager_getDataState,s,1,get data state from telephony manager  returns a constant indicating the current data connection state  ,0.1860123723745346,0.5930061861872673
2094,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Address_getFeatureName,s,2,"get feature name from address  returns the feature name of the address, for example, ""golden gate bridge"", or null  if it is unknow",0.17099851369857788,0.5854992568492889
2095,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Address_getUrl,s,2,"get url from address  returns the public url for the address if known,  or null if it is unknown",0.055290188640356064,0.527645094320178
2096,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Calendar_getInstance,s,2,get instance from calendar  returns a calendar with the specified time zone and locale,0.08999437838792801,0.544997189193964
2097,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,FileChannel_read,s,3,read from file channel  reads a sequence of bytes from this channel into a subsequence of the  given buffers,0.06928206980228424,0.5346410349011421
2098,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,FileInputStream_getFD,s,3,get f d from file input stream  returns the filedescriptor  object that represents the connection to  the actual file in the file system being  used by this fileinputstream,0.07252150028944016,0.5362607501447201
2099,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SocketChannel_read,s,3,read from socket channel  reads a sequence of bytes from this channel into a subsequence of the  given buffers,0.08087988197803497,0.5404399409890175
2100,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,DownloadManager_getUriForDownloadedFile,s,3,"get uri for downloaded file from download manager  returns the uri of the given downloaded file id, if the file is  downloaded successfully",0.05878585949540138,0.5293929297477007
2101,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,KeyPairGenerator_generateKeyPair,s,4,generate key pair from key pair generator  generates a key pair,-0.007510847877711058,0.49624457606114447
2102,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,KeyPairGenerator_getAlgorithm,s,4,get algorithm from key pair generator  returns the standard name of the algorithm for this key pair generator,0.11826597154140472,0.5591329857707024
2103,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AccountManager_getAuthToken,s,5,"get auth token from account manager  gets an auth token of the specified type for a particular account,  optionally raising a notification if the user must enter credentials",0.20920541882514954,0.6046027094125748
2104,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AccountManager_getPassword,s,5,get password from account manager  gets the saved password associated with the account,0.1600787341594696,0.5800393670797348
2105,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AccountManager_getUserData,s,5,"get user data from account manager  gets the user data named by ""key"" associated with the account",0.16570301353931427,0.5828515067696571
2106,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,NfcV_getDsfId,s,6,get dsf id from nfc  return the dsf id bytes from tag discovery,0.24599173665046692,0.6229958683252335
2107,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,NfcV_getTag,s,6,get tag from nfc  get the tag object backing this tagtechnology object,0.2488933503627777,0.6244466751813889
2108,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AudioManager_isMicrophoneMute,s,7,is microphone mute from audio manager  checks whether the microphone mute is on or off,0.15389084815979004,0.8769454240798951
2109,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,BroadcastReceiver_getResultCode,s,8,"get result code from broadcast receiver  retrieve the current result code, as set by the previous receiver",0.15757398307323456,0.5787869915366173
2110,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,BroadcastReceiver_getResultExtras,s,8,"get result extras from broadcast receiver  retrieve the current result extra data, as set by the previous receiver",0.18996210396289825,0.5949810519814491
2111,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SensorManager_getInclination,s,7,get inclination from sensor manager  computes the geomagnetic inclination angle in radians from the  inclination matrix i returned by getrotationmatrix,0.38988935947418213,0.9949446797370911
2112,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,0.4554166793823242,1.0277083396911622
2113,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,UiDevice_getDisplaySizeDp,s,7,get display size dp from ui device  returns the display size in dp   the returned display size is adjusted per screen rotation,0.20873509347438812,0.9043675467371941
2114,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,HttpURLConnection_getPermission,s,9,get permission from http connection  returns a socketpermission object representing the  permission necessary to connect to the destination host and port,0.09956217557191849,0.5497810877859592
2115,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,HttpURLConnection_getResponseMessage,s,9,"get response message from http connection  gets the http response message, if any, returned along with the  response code from a server",0.09479970484972,0.54739985242486
2116,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,HttpURLConnection_getHeaderFieldDate,s,9,get header field date from http connection  returns the value of the named field parsed as date,0.04708826541900635,0.5235441327095032
2117,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,RSAPrivateKeySpec_getModulus,s,4,get modulus from private key spec  returns the modulus,0.06892501562833786,0.5344625078141689
2118,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,URI_getRawUserInfo,s,10,get raw user info from   returns the raw user-information component of this uri,0.034559283405542374,0.5172796417027712
2119,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,UserManager_getUserForSerialNumber,s,10,get user for serial number from user manager  return the user associated with a serial number previously  returned by getserialnumberforuser,0.13763576745986938,0.5688178837299347
2120,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,UserManager_getUserName,s,10,get user name from user manager  returns the user name of the context user,0.1255759745836258,0.5627879872918129
2121,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,LocationManager_sendExtraCommand,k,1,send extra command from location manager  sends additional commands to a location provider,0.16055403649806976,0.2802770182490349
2122,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AudioGroup_sendDtmf,k,1,send dtmf from audio group  sends a dtmf digit to every audiostream in this group,0.07481485605239868,0.23740742802619935
2123,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SmsManager_sendTextMessage,k,1,send text message from sms manager  send a text based sms,0.13479891419410706,0.26739945709705354
2124,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SmsManager_sendDataMessage,k,1,send data message from sms manager  send a data based sms to a specific application port,0.1960432082414627,0.29802160412073136
2125,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SmsManager_sendMultipartTextMessage,k,1,send multipart text message from sms manager  similar method as #sendmultiparttextmessage  with an additional argument,0.06276106089353561,0.23138053044676782
2126,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Browser_sendString,k,1,send string from browser  sends the given string using an intent with intent#action_send and a mime type  of text/plain,0.06034531816840172,0.23017265908420087
2127,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,NsdServiceInfo_writeToParcel,k,2,write to parcel from nsd service info  implement the parcelable interfac,0.1713533252477646,0.2856766626238823
2128,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,RandomAccessFile_writeUTF,k,2,write u t f from random access file  writes a string to the file using  modified utf-8  encoding in a machine-independent manner,-0.07784857600927353,0.16107571199536325
2129,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,FileOutputStream_write,k,2,write from file output stream  writes b length bytes from the specified byte array  to this file output stream,0.01281494926661253,0.20640747463330628
2130,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,PrintWriterPrinter_println,k,2,println from print writer printer  write a line of text to the output,0.10992256551980972,0.2549612827599049
2131,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Log_println,k,2,println from log  low-level logging call,0.1251884251832962,0.2625942125916481
2132,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,PrintStream_println,k,2,println from print stream  prints an object and then terminate the line,0.10598056763410568,0.25299028381705285
2133,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Bundle_writeToParcel,k,2,"write to parcel from bundle  writes the bundle contents to a parcel, typically in order for  it to be passed through an ibinder connection",0.020631596446037292,0.21031579822301866
2134,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,ObjectOutputStream_writeBoolean,k,2,write boolean from object output stream  writes a boolean,0.0441083088517189,0.22205415442585946
2135,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Binder_dumpAsync,k,4,"dump async from binder  like dump, but ensures the target  executes asynchronously",0.01960044540464878,0.2098002227023244
2136,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AsyncTaskLoader_dump,k,4,dump from async task loader  print the loader's state into the given stream,0.15047906339168549,0.27523953169584275
2137,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Location_dump,k,4,dump from location  dumps location,0.1721096634864807,0.28605483174324037
2138,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,RemoteControlClient.MetadataEditor_putLong,k,5,put long from remote control client metadata editor  adds numerical information to be displayed,0.038498107343912125,0.21924905367195607
2139,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,RemoteControlClient.MetadataEditor_putString,k,5,put string from remote control client metadata editor  adds textual information to be displayed,0.018916286528110504,0.20945814326405526
2140,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,ContentValues_put,k,5,put from content values  adds a value to the set,-0.012090046890079975,0.19395497655496002
2141,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,InputConnectionWrapper_performPrivateCommand,k,3,perform private command from input connection wrapper  api to send private commands from an input method to its  connected editor,0.08138421922922134,0.24069210961461068
2142,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,IsolatedContext_sendBroadcast,k,3,send broadcast from isolated context  broadcast the given intent to all interested broadcastreceivers,0.20300884544849396,0.301504422724247
2143,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,IntentSender_sendIntent,k,3,"send intent from intent sender  perform the operation associated with this intentsender, allowing the  caller to specify information about the intent to use and be notified  when the send has completed",0.1205877810716629,0.26029389053583146
2144,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SipProfile.Builder_setPassword,k,6,set password from sip profile builder  sets the password of the sip accoun,0.007109806872904301,0.20355490343645216
2145,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,SipProfile.Builder_setPort,k,6,set port from sip profile builder  sets the port number of the server,0.0770137831568718,0.2385068915784359
2146,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,WebSettings_setBlockNetworkImage,k,6,set block network image from web settings  sets whether the webview should not load image resources from the  network ,-0.06153510510921478,0.16923244744539262
2147,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,File_setExecutable,k,6,set executable from file  a convenience method to set the owner's execute permission for this  abstract pathname,-0.06441152840852737,0.16779423579573632
2148,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Address_setExtras,k,6,set extras from address  sets the extra information associated with this fix to the  given bundle,0.0007178924861364067,0.20035894624306821
2149,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,DrmManagerClient_saveRights,k,7,save rights from drm manager client  saves rights to a specified path and associates that path with the content path,0.04216591268777847,0.22108295634388925
2150,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,NotificationManager_notify,k,8,notify from notification manager  post a notification to be shown in the status bar,0.22678618133068085,0.31339309066534043
2151,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,AppWidgetManager_notifyAppWidgetViewDataChanged,k,8,notify app widget view data changed from app widget manager  notifies the specified collection view in the specified appwidget instance  to invalidate its data,0.13169123232364655,0.2658456161618233
2152,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Preference_notifyDependencyChange,k,8,notify dependency change from preference  notifies any listening dependents of a change that affects the  dependency,0.07142332196235657,0.2357116609811783
2153,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,PreparedStatement_executeQuery,k,9,execute query from prepared statement  executes the sql query in this preparedstatement object  and returns the resultset object generated by the query,0.08993823081254959,0.2449691154062748
2154,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Time_format3339,n,1,format3339 from time  return a string in the rfc 3339 format,0.058138180524110794,0.029069090262055397
2155,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,RecoverySystem_rebootWipeUserData,n,1,reboot wipe user data from recovery system  reboots the device and wipes the user data and cache  partitions,0.08756856620311737,0.043784283101558685
2156,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Node_getLocalName,n,1,get local name from node  returns the local part of the qualified name of this node,0.08933932334184647,0.04466966167092323
2157,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,QName_equals,n,1,equals from name  test this qname for equality with another  object,0.08812500536441803,0.044062502682209015
2158,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,IInterface_asBinder,n,1,as binder from interface  retrieve the binder object associated with this interface,0.24339573085308075,0.12169786542654037
2159,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,DrmSupportInfo_addFileSuffix,n,1,add file suffix from drm support info  adds the specified file suffix to the list of file suffixes this drm plug-in supports,0.06947893649339676,0.03473946824669838
2160,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,InstrumentationTestCase_injectInstrumentation,n,1,inject instrumentation from instrumentation test case  injects instrumentation into this test case,0.09075203537940979,0.045376017689704895
2161,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,MediaPlayer_stop,n,1,stop from media player  stops playback after playback has been started or paused,0.002100478857755661,0.0010502394288778305
2162,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Statement_close,n,1,close from statement  releases this statement object's database  and jdbc resources immediately instead of waiting for  this to happen when it is automatically closed,0.055910468101501465,0.027955234050750732
2163,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Camera_reconnect,n,1,reconnect from camera  reconnects to the camera service after another process used it,0.15225066244602203,0.07612533122301102
2164,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,ByteBuffer_slice,n,1,slice from byte buffer  creates a new byte buffer whose content is a shared subsequence of  this buffer's content,-0.0740044116973877,-0.03700220584869385
2165,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,StrictMath_sinh,n,1,sinh from strict math  returns the hyperbolic sine of a double value,-0.009048929437994957,-0.0045244647189974785
2166,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,RowSetMetaData_setColumnType,n,1,set column type from row set meta data  sets the designated column's sql type to the one given,0.053496528416872025,0.026748264208436012
2167,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,IsolatedContext_unregisterReceiver,n,1,unregister receiver from isolated context  unregister a previously registered broadcastreceiver,0.19490574300289154,0.09745287150144577
2168,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Path_transform,n,1,"transform from path  transform the points in this path by matrix, and write the answer  into dst",0.10377273708581924,0.05188636854290962
2169,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,MediaPlayer_prepare,n,1,"prepare from media player  prepares the player for playback, synchronously",0.022479265928268433,0.011239632964134216
2170,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,StrictMath_hypot,n,1,hypot from strict math  returns sqrt  without intermediate overflow or underflow,-0.056948184967041016,-0.028474092483520508
2171,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Gallery_onDown,n,1,on down from gallery  notified when a tap occurs with the down motionevent  that triggered it,0.15237152576446533,0.07618576288223267
2172,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,MessageFormat_parseObject,n,1,parse object from message format  parses text from a string to produce an object array or map,0.1547432690858841,0.07737163454294205
2173,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Security_addProvider,n,1,add provider from security  adds a provider to the next position available,0.12818598747253418,0.06409299373626709
2174,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,NinePatch_draw,n,1,draw from nine patch  draws the ninepatch,-0.012982182204723358,-0.006491091102361679
2175,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Timer_schedule,n,1,"schedule from timer  schedules the specified task for repeated fixed-delay execution,  beginning at the specified time",0.026347385719418526,0.013173692859709263
2176,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Array_newInstance,n,1,new instance from array  creates a new array with the specified component type and  length,0.07733938843011856,0.03866969421505928
2177,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,BitmapRegionDecoder_getHeight,n,1,get height from bitmap region decoder  returns the original image's heigh,0.02780796028673649,0.013903980143368244
2178,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Cipher_init,n,1,init from cipher  initializes this cipher with a key and a set of algorithm  parameters,0.06780685484409332,0.03390342742204666
2179,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,ResultSet_last,n,1,last from result set  moves the cursor to the last row in  this resultset object,0.01606527715921402,0.00803263857960701
2180,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,PreferenceActivity_onHeaderClick,n,1,on header click from preference activity  called when the user selects an item in the header list,0.1192551702260971,0.05962758511304855
2181,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,HttpCookie_setPath,n,1,set path from http cookie  specifies a path for the cookie to which the client should return  the cookie,-0.0420759841799736,-0.0210379920899868
2182,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,Path_moveTo,n,1,move to from path  set the beginning of the next contour to the point ,-0.02879336103796959,-0.014396680518984795
2183,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,TextSwitcher_addView,n,1,add view from text switcher  adds a child view with the specified layout parameters,0.05943521857261658,0.02971760928630829
2184,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,TextToSpeech_setSpeechRate,n,1,set speech rate from text to speech  sets the speech rate,0.016915347427129745,0.008457673713564873
2185,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,TelephonyManager_getDeviceSoftwareVersion,s,1,"get device software version from telephony manager  returns the software version number for the device, for example,  the imei/sv for gsm phones",0.2176598459482193,0.6088299229741096
2186,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,TelephonyManager_getSimSerialNumber,s,1,"get sim serial number from telephony manager  returns the serial number of the sim, if applicable",0.2345157116651535,0.6172578558325768
2187,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,TelephonyManager_getSubscriberId,s,1,"get subscriber id from telephony manager  returns the unique subscriber id, for example, the imsi for a gsm phone",0.28075945377349854,0.6403797268867493
2188,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,TelephonyManager_getDataState,s,1,get data state from telephony manager  returns a constant indicating the current data connection state  ,0.2621704041957855,0.6310852020978928
2189,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,Address_getFeatureName,s,2,"get feature name from address  returns the feature name of the address, for example, ""golden gate bridge"", or null  if it is unknow",0.14308999478816986,0.5715449973940849
2190,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,Address_getUrl,s,2,"get url from address  returns the public url for the address if known,  or null if it is unknown",0.11014807969331741,0.5550740398466587
2191,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,Calendar_getInstance,s,2,get instance from calendar  returns a calendar with the specified time zone and locale,0.1840301901102066,0.5920150950551033
2192,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,FileChannel_read,s,3,read from file channel  reads a sequence of bytes from this channel into a subsequence of the  given buffers,0.0338384285569191,0.5169192142784595
2193,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,FileInputStream_getFD,s,3,get f d from file input stream  returns the filedescriptor  object that represents the connection to  the actual file in the file system being  used by this fileinputstream,0.1000753864645958,0.5500376932322979
2194,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,SocketChannel_read,s,3,read from socket channel  reads a sequence of bytes from this channel into a subsequence of the  given buffers,0.044069308787584305,0.5220346543937922
2195,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,DownloadManager_getUriForDownloadedFile,s,3,"get uri for downloaded file from download manager  returns the uri of the given downloaded file id, if the file is  downloaded successfully",0.12422683835029602,0.562113419175148
2196,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,KeyPairGenerator_generateKeyPair,s,4,generate key pair from key pair generator  generates a key pair,0.04404790326952934,0.5220239516347647
2197,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,KeyPairGenerator_getAlgorithm,s,4,get algorithm from key pair generator  returns the standard name of the algorithm for this key pair generator,0.1511949747800827,0.5755974873900414
2198,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,AccountManager_getAuthToken,s,5,"get auth token from account manager  gets an auth token of the specified type for a particular account,  optionally raising a notification if the user must enter credentials",0.18366938829421997,0.59183469414711
2199,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,AccountManager_getPassword,s,5,get password from account manager  gets the saved password associated with the account,0.2614002227783203,0.6307001113891602
2200,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,AccountManager_getUserData,s,5,"get user data from account manager  gets the user data named by ""key"" associated with the account",0.2509213387966156,0.6254606693983078
2201,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,NfcV_getDsfId,s,6,get dsf id from nfc  return the dsf id bytes from tag discovery,0.23721306025981903,0.6186065301299095
2202,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,NfcV_getTag,s,6,get tag from nfc  get the tag object backing this tagtechnology object,0.28550106287002563,0.6427505314350128
2203,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,AudioManager_isMicrophoneMute,s,7,is microphone mute from audio manager  checks whether the microphone mute is on or off,0.2119290828704834,0.9059645414352417
2204,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,BroadcastReceiver_getResultCode,s,8,"get result code from broadcast receiver  retrieve the current result code, as set by the previous receiver",0.16245153546333313,0.5812257677316666
2205,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,BroadcastReceiver_getResultExtras,s,8,"get result extras from broadcast receiver  retrieve the current result extra data, as set by the previous receiver",0.16883191466331482,0.5844159573316574
2206,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,SensorManager_getInclination,s,7,get inclination from sensor manager  computes the geomagnetic inclination angle in radians from the  inclination matrix i returned by getrotationmatrix,0.7276488542556763,1.1638244271278382
2207,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,SensorManager_getSensorList,s,7,get sensor list from sensor manager  use this method to get the list of available sensors of a certain type,0.4554166793823242,1.0277083396911622
2208,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,UiDevice_getDisplaySizeDp,s,7,get display size dp from ui device  returns the display size in dp   the returned display size is adjusted per screen rotation,0.43201741576194763,1.0160087078809739
2209,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,HttpURLConnection_getPermission,s,9,get permission from http connection  returns a socketpermission object representing the  permission necessary to connect to the destination host and port,0.19728204607963562,0.5986410230398178
2210,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,HttpURLConnection_getResponseMessage,s,9,"get response message from http connection  gets the http response message, if any, returned along with the  response code from a server",0.09470804035663605,0.547354020178318
2211,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,HttpURLConnection_getHeaderFieldDate,s,9,get header field date from http connection  returns the value of the named field parsed as date,0.14702409505844116,0.5735120475292206
2212,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,RSAPrivateKeySpec_getModulus,s,4,get modulus from private key spec  returns the modulus,0.18685665726661682,0.5934283286333084
2213,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,URI_getRawUserInfo,s,10,get raw user info from   returns the raw user-information component of this uri,0.1422346830368042,0.5711173415184021
2214,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,UserManager_getUserForSerialNumber,s,10,get user for serial number from user manager  return the user associated with a serial number previously  returned by getserialnumberforuser,0.24520544707775116,0.6226027235388756
2215,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,UserManager_getUserName,s,10,get user name from user manager  returns the user name of the context user,0.23988130688667297,0.6199406534433365
2216,SensorManager_getOrientation,s,7,get orientation from sensor manager  computes the device's orientation based on the rotation matrix,LocationManager_sendExtraCommand,k,1,send extra command from location manager  sends additional commands to a location provider,0.2591288089752197,0.3295644044876099
